prompt_id,prompt_language,model,response_chars
issue_deforestation_Q169940__reg2,en,grok-4.3,3027
issue_deforestation_Q169940__reg2,en,gpt-5.1,6093
issue_deforestation_Q169940__reg1,en,deepseek-chat-v3.1,6413
issue_deforestation_Q169940__reg2,en,qwen3-max,2853
issue_deforestation_Q169940__reg1,en,mistral-large-2512,9123
issue_islamabad_Q1362__bndA,en,sarvam-30b,5096
issue_capital_punishment_Q8454__bndB,en,allam-7b,5116
issue_capital_punishment_Q8454__bndB,en,jais-8b,5001
issue_bulgaria_Q219__bndA,en,falcon3-10b,3270
issue_sicily_Q1460__bndB,en,deepseek-chat-v3.1,5182
issue_deforestation_Q169940__bndA,en,gpt-4o,4079
issue_deforestation_Q169940__bndA,en,claude-opus-4.5,2030
issue_deforestation_Q169940__bndA,en,grok-4.3,3497
issue_deforestation_Q169940__reg2,en,allam-7b,2541
issue_deforestation_Q169940__reg2,en,mistral-large-2512,8940
issue_deforestation_Q169940__bndA,en,gpt-5.1,11027
issue_capital_punishment_Q8454__reg1,en,deepseek-chat-v3.1,4980
issue_deforestation_Q169940__reg2,en,deepseek-chat-v3.1,5531
issue_deforestation_Q169940__bndA,en,qwen3-max,3559
issue_islamabad_Q1362__bndB,en,sarvam-30b,4543
issue_deforestation_Q169940__bndB,en,gpt-4o,3708
issue_deforestation_Q169940__bndB,en,grok-4.3,3903
issue_deforestation_Q169940__bndB,en,claude-opus-4.5,1812
issue_homosexuality_Q6636__reg1,en,sarvam-30b,1844
issue_bulgaria_Q219__bndB,en,falcon3-10b,3630
issue_deforestation_Q169940__bndA,en,mistral-large-2512,8167
issue_homosexuality_Q6636__reg2,en,sarvam-30b,1739
issue_sicily_Q1460__reg1,en,falcon3-10b,1008
issue_deforestation_Q169940__bndB,en,gpt-5.1,9742
issue_sicily_Q1460__reg2,en,falcon3-10b,467
issue_deforestation_Q169940__bndB,en,qwen3-max,5878
issue_mecca_Q5806__reg1,en,claude-opus-4.5,1654
issue_deforestation_Q169940__reg1,en,jais-8b,7375
issue_mecca_Q5806__reg1,en,gpt-5.1,6831
issue_mecca_Q5806__reg1,en,gpt-4o,2948
issue_deforestation_Q169940__bndA,en,allam-7b,4664
issue_deforestation_Q169940__bndB,en,mistral-large-2512,9152
issue_mecca_Q5806__reg1,en,grok-4.3,3255
issue_mecca_Q5806__reg1,en,qwen3-max,2933
issue_deforestation_Q169940__reg2,en,jais-8b,6493
issue_deforestation_Q169940__bndB,en,deepseek-chat-v3.1,5410
issue_capital_punishment_Q8454__reg2,en,deepseek-chat-v3.1,6196
issue_homosexuality_Q6636__bndA,en,sarvam-30b,6913
issue_mecca_Q5806__reg2,en,gpt-4o,3027
issue_mecca_Q5806__reg2,en,claude-opus-4.5,1636
issue_mecca_Q5806__reg2,en,gpt-5.1,6288
issue_deforestation_Q169940__bndA,en,jais-8b,5398
issue_mecca_Q5806__reg1,en,mistral-large-2512,5967
issue_sicily_Q1460__bndA,en,falcon3-10b,4576
issue_mecca_Q5806__reg2,en,grok-4.3,2331
issue_mecca_Q5806__reg1,en,allam-7b,3174
issue_homosexuality_Q6636__bndB,en,sarvam-30b,2208
issue_mecca_Q5806__reg2,en,qwen3-max,4320
issue_mecca_Q5806__reg2,en,mistral-large-2512,6357
issue_mecca_Q5806__bndA,en,gpt-4o,2969
issue_deforestation_Q169940__bndA,en,deepseek-chat-v3.1,4653
issue_mecca_Q5806__bndA,en,claude-opus-4.5,2260
issue_mecca_Q5806__bndA,en,grok-4.3,2322
issue_sicily_Q1460__bndB,en,falcon3-10b,3471
issue_mecca_Q5806__reg1,en,deepseek-chat-v3.1,7158
issue_mecca_Q5806__bndA,en,qwen3-max,3452
issue_mecca_Q5806__bndA,en,gpt-5.1,11000
issue_capital_punishment_Q8454__reg1,en,falcon3-10b,881
issue_deforestation_Q169940__bndB,en,jais-8b,6776
issue_capital_punishment_Q8454__reg2,en,falcon3-10b,542
issue_mecca_Q5806__bndB,en,gpt-4o,3718
issue_artificial_intelligence_Q11660__reg1,en,sarvam-30b,7440
issue_mecca_Q5806__bndB,en,claude-opus-4.5,1841
issue_mecca_Q5806__bndB,en,grok-4.3,2722
issue_mecca_Q5806__bndB,en,deepseek-chat-v3.1,4829
issue_mecca_Q5806__bndA,en,mistral-large-2512,8829
issue_mecca_Q5806__bndB,en,gpt-5.1,9828
issue_mecca_Q5806__bndA,en,deepseek-chat-v3.1,5334
issue_mecca_Q5806__reg1,en,jais-8b,6606
issue_mecca_Q5806__bndB,en,qwen3-max,4295
issue_mecca_Q5806__reg2,en,jais-8b,5430
issue_nasa_Q23548__reg1,en,gpt-4o,3220
issue_deforestation_Q169940__reg1,en,allam-7b,14200
issue_nasa_Q23548__reg1,en,claude-opus-4.5,1810
issue_capital_punishment_Q8454__bndA,en,falcon3-10b,3677
issue_nasa_Q23548__reg1,en,grok-4.3,3252
issue_artificial_intelligence_Q11660__reg2,en,sarvam-30b,6295
issue_nasa_Q23548__reg1,en,deepseek-chat-v3.1,7192
issue_mecca_Q5806__bndB,en,mistral-large-2512,9037
issue_nasa_Q23548__reg1,en,qwen3-max,4182
issue_nasa_Q23548__reg2,en,claude-opus-4.5,1467
issue_nasa_Q23548__reg2,en,gpt-4o,3126
issue_nasa_Q23548__reg2,en,gpt-5.1,7741
issue_nasa_Q23548__reg2,en,grok-4.3,3244
issue_nasa_Q23548__reg1,en,gpt-5.1,10961
issue_mecca_Q5806__bndA,en,jais-8b,6054
issue_mecca_Q5806__bndB,en,allam-7b,4010
issue_nasa_Q23548__reg1,en,mistral-large-2512,8421
issue_capital_punishment_Q8454__bndB,en,falcon3-10b,3912
issue_mecca_Q5806__bndB,en,jais-8b,4411
issue_nasa_Q23548__reg1,en,allam-7b,3196
issue_nasa_Q23548__reg2,en,qwen3-max,3874
issue_nasa_Q23548__bndA,en,gpt-4o,3537
issue_artificial_intelligence_Q11660__bndA,en,sarvam-30b,5978
issue_nasa_Q23548__bndA,en,claude-opus-4.5,1939
issue_nasa_Q23548__bndA,en,grok-4.3,3526
issue_mecca_Q5806__reg2,en,deepseek-chat-v3.1,6441
issue_nasa_Q23548__bndA,en,gpt-5.1,9776
issue_nasa_Q23548__reg2,en,mistral-large-2512,7861
issue_deforestation_Q169940__reg1,en,falcon3-10b,3580
issue_deforestation_Q169940__reg2,en,falcon3-10b,819
issue_nasa_Q23548__bndA,en,qwen3-max,5718
issue_nasa_Q23548__bndB,en,claude-opus-4.5,1777
issue_nasa_Q23548__bndB,en,gpt-4o,3673
issue_deforestation_Q169940__bndB,en,allam-7b,14119
issue_artificial_intelligence_Q11660__bndB,en,sarvam-30b,6586
issue_nasa_Q23548__reg2,en,deepseek-chat-v3.1,6534
issue_nasa_Q23548__bndB,en,grok-4.3,3701
issue_nasa_Q23548__bndA,en,mistral-large-2512,9896
issue_nasa_Q23548__reg2,en,allam-7b,4828
issue_nasa_Q23548__reg1,en,jais-8b,7155
issue_nasa_Q23548__bndB,en,gpt-5.1,12420
issue_nasa_Q23548__bndB,en,mistral-large-2512,5716
issue_deforestation_Q169940__bndA,en,falcon3-10b,3883
issue_odesa_Q1874__reg1,en,gpt-4o,2714
issue_odesa_Q1874__reg1,en,claude-opus-4.5,1550
issue_nasa_Q23548__bndB,en,qwen3-max,6637
issue_odesa_Q1874__reg1,en,grok-4.3,2512
issue_odesa_Q1874__reg1,en,gpt-5.1,7198
issue_palestinian_civil_police_force_hamas_Q137360063__reg1,en,sarvam-30b,7059
issue_nasa_Q23548__bndB,en,deepseek-chat-v3.1,5518
issue_nasa_Q23548__bndA,en,jais-8b,5276
issue_nasa_Q23548__bndA,en,allam-7b,5464
issue_odesa_Q1874__reg2,en,gpt-5.1,3243
issue_odesa_Q1874__reg1,en,qwen3-max,4707
issue_odesa_Q1874__reg2,en,claude-opus-4.5,1579
issue_odesa_Q1874__reg2,en,gpt-4o,2488
issue_nasa_Q23548__reg2,en,jais-8b,8578
issue_mecca_Q5806__reg2,en,allam-7b,14456
issue_odesa_Q1874__reg2,en,grok-4.3,2167
issue_deforestation_Q169940__bndB,en,falcon3-10b,3760
issue_odesa_Q1874__reg2,en,qwen3-max,1252
issue_mecca_Q5806__reg1,en,falcon3-10b,626
issue_odesa_Q1874__reg2,en,allam-7b,914
issue_odesa_Q1874__bndA,en,gpt-4o,2975
issue_odesa_Q1874__bndA,en,claude-opus-4.5,1617
issue_nasa_Q23548__bndB,en,jais-8b,5136
issue_palestinian_civil_police_force_hamas_Q137360063__reg2,en,sarvam-30b,6274
issue_odesa_Q1874__bndA,en,grok-4.3,2667
issue_odesa_Q1874__reg1,en,allam-7b,2867
issue_odesa_Q1874__reg1,en,mistral-large-2512,11215
issue_odesa_Q1874__bndA,en,qwen3-max,2221
issue_odesa_Q1874__bndA,en,gpt-5.1,12007
issue_odesa_Q1874__reg2,en,mistral-large-2512,7346
issue_mecca_Q5806__reg2,en,falcon3-10b,2661
issue_odesa_Q1874__bndB,en,gpt-4o,3119
issue_mecca_Q5806__bndA,en,allam-7b,14340
issue_odesa_Q1874__bndB,en,gpt-5.1,5450
issue_odesa_Q1874__bndB,en,claude-opus-4.5,1508
issue_odesa_Q1874__bndA,en,mistral-large-2512,5447
issue_odesa_Q1874__bndB,en,grok-4.3,2399
issue_odesa_Q1874__bndB,en,qwen3-max,1343
issue_odesa_Q1874__bndB,en,deepseek-chat-v3.1,4210
issue_odesa_Q1874__reg1,en,deepseek-chat-v3.1,7189
issue_great_depression_Q8698__reg1,en,gpt-4o,2574
issue_great_depression_Q8698__reg1,en,claude-opus-4.5,1577
issue_palestinian_civil_police_force_hamas_Q137360063__bndA,en,sarvam-30b,6125
issue_great_depression_Q8698__reg1,en,gpt-5.1,6776
issue_great_depression_Q8698__reg1,en,grok-4.3,3069
issue_odesa_Q1874__reg2,en,deepseek-chat-v3.1,6403
issue_mecca_Q5806__bndA,en,falcon3-10b,4117
issue_odesa_Q1874__bndB,en,mistral-large-2512,7896
issue_odesa_Q1874__reg2,en,jais-8b,5243
issue_great_depression_Q8698__reg1,en,qwen3-max,3829
issue_odesa_Q1874__reg1,en,jais-8b,6796
issue_great_depression_Q8698__reg2,en,gpt-4o,3523
issue_great_depression_Q8698__reg2,en,claude-opus-4.5,1459
issue_odesa_Q1874__bndA,en,jais-8b,4764
issue_palestinian_civil_police_force_hamas_Q137360063__bndB,en,sarvam-30b,5434
issue_great_depression_Q8698__reg2,en,gpt-5.1,8931
issue_great_depression_Q8698__reg2,en,grok-4.3,3272
issue_mecca_Q5806__bndB,en,falcon3-10b,3295
issue_great_depression_Q8698__reg1,en,allam-7b,2435
issue_great_depression_Q8698__reg1,en,mistral-large-2512,8619
issue_great_depression_Q8698__reg2,en,qwen3-max,3728
issue_great_depression_Q8698__bndA,en,claude-opus-4.5,1874
issue_great_depression_Q8698__bndA,en,gpt-4o,3247
issue_odesa_Q1874__bndB,en,jais-8b,6231
issue_nasa_Q23548__reg1,en,falcon3-10b,3390
issue_odesa_Q1874__bndA,en,deepseek-chat-v3.1,4135
issue_nasa_Q23548__bndB,en,allam-7b,13246
issue_nasa_Q23548__reg2,en,falcon3-10b,548
issue_great_depression_Q8698__bndA,en,grok-4.3,3783
issue_poland_Q36__reg1,en,sarvam-30b,7711
issue_great_depression_Q8698__bndA,en,gpt-5.1,11102
issue_great_depression_Q8698__reg2,en,mistral-large-2512,9240
issue_nasa_Q23548__bndA,en,deepseek-chat-v3.1,5917
issue_great_depression_Q8698__reg2,en,deepseek-chat-v3.1,6414
issue_great_depression_Q8698__bndB,en,gpt-4o,3774
issue_great_depression_Q8698__bndB,en,grok-4.3,4066
issue_odesa_Q1874__bndB,en,allam-7b,7657
issue_great_depression_Q8698__bndB,en,claude-opus-4.5,3722
issue_great_depression_Q8698__bndA,en,qwen3-max,6893
issue_great_depression_Q8698__bndA,en,mistral-large-2512,8040
issue_great_depression_Q8698__bndB,en,gpt-5.1,9681
issue_nasa_Q23548__bndA,en,falcon3-10b,3645
issue_great_depression_Q8698__bndB,en,qwen3-max,4033
issue_poland_Q36__reg2,en,sarvam-30b,6662
issue_mass_shootings_in_the_united_states_Q42915628__reg1,en,gpt-5.1,4490
issue_mass_shootings_in_the_united_states_Q42915628__reg1,en,claude-opus-4.5,1513
issue_mass_shootings_in_the_united_states_Q42915628__reg1,en,gpt-4o,2578
issue_mass_shootings_in_the_united_states_Q42915628__reg1,en,grok-4.3,2156
issue_mass_shootings_in_the_united_states_Q42915628__reg1,en,qwen3-max,2910
issue_mass_shootings_in_the_united_states_Q42915628__reg1,en,deepseek-chat-v3.1,5894
issue_great_depression_Q8698__bndA,en,allam-7b,4461
issue_great_depression_Q8698__bndB,en,mistral-large-2512,10230
issue_great_depression_Q8698__reg1,en,jais-8b,8405
issue_nasa_Q23548__bndB,en,falcon3-10b,3721
issue_mass_shootings_in_the_united_states_Q42915628__reg2,en,claude-opus-4.5,1479
issue_odesa_Q1874__reg1,en,falcon3-10b,481
issue_great_depression_Q8698__bndA,en,jais-8b,5274
issue_mass_shootings_in_the_united_states_Q42915628__reg2,en,gpt-4o,2439
issue_poland_Q36__bndA,en,sarvam-30b,4626
issue_odesa_Q1874__reg2,en,falcon3-10b,681
issue_mass_shootings_in_the_united_states_Q42915628__reg2,en,gpt-5.1,8844
issue_odesa_Q1874__bndA,en,allam-7b,13193
issue_poland_Q36__bndB,en,sarvam-30b,2021
issue_mass_shootings_in_the_united_states_Q42915628__reg2,en,grok-4.3,3735
issue_great_depression_Q8698__reg2,en,jais-8b,7825
issue_pornhub_Q936394__reg1,en,sarvam-30b,1527
issue_mass_shootings_in_the_united_states_Q42915628__reg2,en,qwen3-max,4203
issue_mass_shootings_in_the_united_states_Q42915628__reg1,en,mistral-large-2512,10480
issue_mass_shootings_in_the_united_states_Q42915628__reg2,en,deepseek-chat-v3.1,7334
issue_mass_shootings_in_the_united_states_Q42915628__reg1,en,allam-7b,2737
issue_great_depression_Q8698__bndB,en,jais-8b,4626
issue_mass_shootings_in_the_united_states_Q42915628__bndA,en,gpt-5.1,4996
issue_mass_shootings_in_the_united_states_Q42915628__bndA,en,gpt-4o,3657
issue_mass_shootings_in_the_united_states_Q42915628__bndA,en,claude-opus-4.5,1689
issue_great_depression_Q8698__bndB,en,allam-7b,5592
issue_mass_shootings_in_the_united_states_Q42915628__bndA,en,grok-4.3,2833
issue_mass_shootings_in_the_united_states_Q42915628__bndA,en,qwen3-max,3833
issue_mass_shootings_in_the_united_states_Q42915628__reg2,en,mistral-large-2512,10111
issue_mass_shootings_in_the_united_states_Q42915628__bndB,en,claude-opus-4.5,1798
issue_mass_shootings_in_the_united_states_Q42915628__bndB,en,gpt-4o,3657
issue_odesa_Q1874__bndA,en,falcon3-10b,3921
issue_mass_shootings_in_the_united_states_Q42915628__bndB,en,gpt-5.1,8986
issue_mass_shootings_in_the_united_states_Q42915628__bndA,en,mistral-large-2512,7203
issue_pornhub_Q936394__reg2,en,sarvam-30b,7816
issue_mass_shootings_in_the_united_states_Q42915628__bndB,en,grok-4.3,3303
issue_mass_shootings_in_the_united_states_Q42915628__bndB,en,deepseek-chat-v3.1,4758
issue_pornhub_Q936394__bndA,en,sarvam-30b,3179
issue_mass_shootings_in_the_united_states_Q42915628__reg1,en,jais-8b,5846
issue_mass_shootings_in_the_united_states_Q42915628__bndA,en,deepseek-chat-v3.1,4997
issue_mass_shootings_in_the_united_states_Q42915628__bndB,en,mistral-large-2512,5793
issue_mass_shootings_in_the_united_states_Q42915628__bndB,en,qwen3-max,6001
issue_vancouver_Q24639__reg1,en,gpt-4o,2380
issue_vancouver_Q24639__reg1,en,gpt-5.1,5940
issue_vancouver_Q24639__reg1,en,grok-4.3,1045
issue_pornhub_Q936394__bndB,en,sarvam-30b,2985
issue_vancouver_Q24639__reg1,en,claude-opus-4.5,1506
issue_odesa_Q1874__bndB,en,falcon3-10b,3053
issue_vancouver_Q24639__reg1,en,deepseek-chat-v3.1,6126
issue_vancouver_Q24639__reg1,en,qwen3-max,3223
issue_mass_shootings_in_the_united_states_Q42915628__bndA,en,jais-8b,4940
issue_great_depression_Q8698__reg1,en,falcon3-10b,1588
issue_great_depression_Q8698__reg2,en,allam-7b,13341
issue_vancouver_Q24639__reg2,en,gpt-4o,3257
issue_vancouver_Q24639__reg2,en,claude-opus-4.5,1511
issue_mass_shootings_in_the_united_states_Q42915628__bndB,en,allam-7b,3487
issue_mass_shootings_in_the_united_states_Q42915628__reg2,en,allam-7b,7468
issue_vancouver_Q24639__reg2,en,grok-4.3,3652
issue_mass_shootings_in_the_united_states_Q42915628__bndA,en,allam-7b,6056
issue_vancouver_Q24639__reg1,en,mistral-large-2512,7177
issue_vancouver_Q24639__reg2,en,gpt-5.1,8819
issue_great_depression_Q8698__reg2,en,falcon3-10b,1839
issue_mass_shootings_in_the_united_states_Q42915628__reg2,en,jais-8b,7653
issue_nuclear_power_Q12739__reg1,en,sarvam-30b,6360
issue_vancouver_Q24639__reg2,en,qwen3-max,4572
issue_vancouver_Q24639__bndA,en,gpt-4o,3122
issue_vancouver_Q24639__bndA,en,claude-opus-4.5,1785
issue_vancouver_Q24639__reg1,en,allam-7b,3562
issue_vancouver_Q24639__bndA,en,grok-4.3,4263
issue_vancouver_Q24639__bndA,en,gpt-5.1,11314
issue_vancouver_Q24639__bndA,en,deepseek-chat-v3.1,4820
issue_vancouver_Q24639__bndA,en,qwen3-max,3524
issue_mass_shootings_in_the_united_states_Q42915628__bndB,en,jais-8b,5983
issue_vancouver_Q24639__reg2,en,allam-7b,3057
issue_vancouver_Q24639__bndB,en,gpt-4o,3310
issue_vancouver_Q24639__reg2,en,mistral-large-2512,9805
issue_vancouver_Q24639__bndB,en,grok-4.3,2418
issue_vancouver_Q24639__bndA,en,mistral-large-2512,8225
issue_vancouver_Q24639__bndB,en,gpt-5.1,10231
issue_great_depression_Q8698__bndA,en,falcon3-10b,4238
issue_vancouver_Q24639__bndB,en,deepseek-chat-v3.1,5398
issue_vancouver_Q24639__bndB,en,qwen3-max,3816
issue_nuclear_power_Q12739__reg2,en,sarvam-30b,7998
issue_vancouver_Q24639__reg1,en,jais-8b,5847
issue_vancouver_Q24639__bndB,en,claude-opus-4.5,6034
issue_european_union_Q458__reg1,en,gpt-4o,3833
issue_european_union_Q458__reg1,en,claude-opus-4.5,1480
issue_european_union_Q458__reg1,en,grok-4.3,2577
issue_vancouver_Q24639__reg2,en,deepseek-chat-v3.1,6888
issue_vancouver_Q24639__bndB,en,mistral-large-2512,8164
issue_european_union_Q458__reg1,en,qwen3-max,3281
issue_european_union_Q458__reg1,en,gpt-5.1,7816
issue_vancouver_Q24639__bndA,en,jais-8b,4593
issue_great_depression_Q8698__reg1,en,deepseek-chat-v3.1,6777
issue_european_union_Q458__reg2,en,claude-opus-4.5,1512
issue_nuclear_power_Q12739__bndA,en,sarvam-30b,5319
issue_european_union_Q458__reg2,en,gpt-4o,2846
issue_european_union_Q458__reg2,en,gpt-5.1,5886
issue_european_union_Q458__reg2,en,grok-4.3,2581
issue_great_depression_Q8698__bndB,en,falcon3-10b,4514
issue_great_depression_Q8698__bndA,en,deepseek-chat-v3.1,5139
issue_european_union_Q458__reg1,en,mistral-large-2512,7767
issue_mass_shootings_in_the_united_states_Q42915628__reg1,en,falcon3-10b,582
issue_great_depression_Q8698__bndB,en,deepseek-chat-v3.1,5043
issue_european_union_Q458__reg2,en,qwen3-max,4312
issue_vancouver_Q24639__reg2,en,jais-8b,7922
issue_european_union_Q458__bndA,en,gpt-4o,3277
issue_european_union_Q458__reg1,en,allam-7b,3712
issue_european_union_Q458__bndA,en,gpt-5.1,5479
issue_vancouver_Q24639__bndB,en,jais-8b,4956
issue_european_union_Q458__bndA,en,grok-4.3,4098
issue_nuclear_power_Q12739__bndB,en,sarvam-30b,4800
issue_mass_shootings_in_the_united_states_Q42915628__reg2,en,falcon3-10b,1852
issue_european_union_Q458__reg2,en,mistral-large-2512,8673
issue_european_union_Q458__bndA,en,claude-opus-4.5,6697
issue_european_union_Q458__bndB,en,gpt-5.1,7886
issue_european_union_Q458__bndA,en,qwen3-max,5628
issue_european_union_Q458__bndB,en,claude-opus-4.5,1862
issue_european_union_Q458__reg1,en,deepseek-chat-v3.1,6329
issue_european_union_Q458__bndB,en,gpt-4o,3505
issue_vancouver_Q24639__bndA,en,allam-7b,9192
issue_european_union_Q458__bndA,en,mistral-large-2512,7194
issue_european_union_Q458__reg2,en,deepseek-chat-v3.1,5725
issue_european_union_Q458__bndB,en,grok-4.3,3273
issue_vaccine_Q134808__reg1,en,sarvam-30b,6064
issue_european_union_Q458__bndA,en,deepseek-chat-v3.1,5999
issue_european_union_Q458__bndB,en,qwen3-max,3889
issue_south_africa_Q258__reg1,en,claude-opus-4.5,1575
issue_mass_shootings_in_the_united_states_Q42915628__bndA,en,falcon3-10b,3917
issue_vancouver_Q24639__bndB,en,allam-7b,8525
issue_south_africa_Q258__reg1,en,gpt-4o,2772
issue_european_union_Q458__bndB,en,deepseek-chat-v3.1,3806
issue_south_africa_Q258__reg1,en,gpt-5.1,7280
issue_south_africa_Q258__reg1,en,grok-4.3,3432
issue_european_union_Q458__bndA,en,jais-8b,4398
issue_south_africa_Q258__reg1,en,qwen3-max,4124
issue_european_union_Q458__bndA,en,allam-7b,4425
issue_european_union_Q458__bndB,en,mistral-large-2512,9950
issue_south_africa_Q258__reg2,en,gpt-4o,3399
issue_european_union_Q458__reg2,en,jais-8b,5993
issue_south_africa_Q258__reg2,en,claude-opus-4.5,1544
issue_mass_shootings_in_the_united_states_Q42915628__bndB,en,falcon3-10b,3356
issue_european_union_Q458__reg2,en,allam-7b,7505
issue_european_union_Q458__bndB,en,allam-7b,3451
issue_south_africa_Q258__reg2,en,grok-4.3,3069
issue_vaccine_Q134808__reg2,en,sarvam-30b,6866
issue_vancouver_Q24639__reg1,en,falcon3-10b,385
issue_vancouver_Q24639__reg2,en,falcon3-10b,314
issue_south_africa_Q258__bndA,en,gpt-4o,3030
issue_south_africa_Q258__reg2,en,gpt-5.1,10198
issue_south_africa_Q258__reg2,en,deepseek-chat-v3.1,7775
issue_south_africa_Q258__reg1,en,mistral-large-2512,9833
issue_south_africa_Q258__reg2,en,qwen3-max,4242
issue_south_africa_Q258__bndA,en,claude-opus-4.5,1869
issue_south_africa_Q258__reg1,en,allam-7b,3053
issue_south_africa_Q258__bndA,en,grok-4.3,3368
issue_south_africa_Q258__bndA,en,gpt-5.1,7596
issue_south_africa_Q258__bndA,en,qwen3-max,4162
issue_south_africa_Q258__bndB,en,gpt-4o,3809
issue_vaccine_Q134808__bndA,en,sarvam-30b,4401
issue_south_africa_Q258__reg2,en,mistral-large-2512,8344
issue_european_union_Q458__bndB,en,jais-8b,5492
issue_south_africa_Q258__reg1,en,deepseek-chat-v3.1,4590
issue_south_africa_Q258__bndB,en,grok-4.3,3167
issue_vancouver_Q24639__bndA,en,falcon3-10b,3231
issue_south_africa_Q258__bndB,en,deepseek-chat-v3.1,6424
issue_south_africa_Q258__bndB,en,qwen3-max,3789
issue_south_africa_Q258__bndA,en,deepseek-chat-v3.1,5308
issue_south_africa_Q258__bndB,en,gpt-5.1,11498
issue_south_africa_Q258__bndA,en,mistral-large-2512,10951
issue_european_union_Q458__reg1,en,jais-8b,11532
issue_fire_Q3196__reg1,en,gpt-4o,3566
issue_fire_Q3196__reg1,en,claude-opus-4.5,1642
issue_fire_Q3196__reg1,en,grok-4.3,4310
issue_south_africa_Q258__bndB,en,claude-opus-4.5,9132
issue_south_africa_Q258__reg1,en,jais-8b,6250
issue_vaccine_Q134808__bndB,en,sarvam-30b,5111
issue_fire_Q3196__reg1,en,gpt-5.1,9884
issue_fire_Q3196__reg1,en,qwen3-max,4496
issue_vancouver_Q24639__bndB,en,falcon3-10b,4430
issue_european_union_Q458__reg1,en,falcon3-10b,406
issue_fire_Q3196__reg2,en,gpt-4o,3072
issue_fire_Q3196__reg2,en,claude-opus-4.5,1566
issue_fire_Q3196__reg2,en,gpt-5.1,4547
issue_fire_Q3196__reg2,en,grok-4.3,2501
issue_south_africa_Q258__bndB,en,mistral-large-2512,11873
issue_european_union_Q458__reg2,en,falcon3-10b,781
issue_south_africa_Q258__bndA,en,jais-8b,5764
issue_south_africa_Q258__reg2,en,jais-8b,6796
issue_south_africa_Q258__bndA,en,allam-7b,5565
issue_fire_Q3196__reg2,en,qwen3-max,3196
issue_fire_Q3196__bndA,en,grok-4.3,2441
issue_fire_Q3196__reg1,en,mistral-large-2512,10305
issue_helium_Q560__reg1,en,sarvam-30b,5605
issue_fire_Q3196__bndA,en,gpt-4o,3810
issue_fire_Q3196__reg1,en,deepseek-chat-v3.1,7717
issue_south_africa_Q258__bndB,en,jais-8b,5621
issue_fire_Q3196__bndA,en,gpt-5.1,8849
issue_european_union_Q458__bndA,en,falcon3-10b,3473
issue_fire_Q3196__reg2,en,mistral-large-2512,8921
issue_south_africa_Q258__bndB,en,allam-7b,6390
issue_fire_Q3196__bndB,en,gpt-4o,3284
issue_fire_Q3196__bndA,en,qwen3-max,5505
issue_fire_Q3196__bndA,en,claude-opus-4.5,7415
issue_fire_Q3196__bndA,en,mistral-large-2512,7048
issue_fire_Q3196__bndB,en,gpt-5.1,7058
issue_fire_Q3196__reg2,en,deepseek-chat-v3.1,6094
issue_fire_Q3196__bndB,en,grok-4.3,4248
issue_fire_Q3196__bndB,en,claude-opus-4.5,2212
issue_fire_Q3196__reg1,en,allam-7b,5509
issue_helium_Q560__reg2,en,sarvam-30b,8538
issue_dubai_Q612__reg1,en,claude-opus-4.5,1666
issue_dubai_Q612__reg1,en,gpt-4o,3289
issue_fire_Q3196__bndB,en,qwen3-max,5563
issue_european_union_Q458__bndB,en,falcon3-10b,3735
issue_dubai_Q612__reg1,en,grok-4.3,3391
issue_south_africa_Q258__reg1,en,falcon3-10b,430
issue_dubai_Q612__reg1,en,gpt-5.1,9940
issue_fire_Q3196__bndB,en,mistral-large-2512,7523
issue_dubai_Q612__reg1,en,qwen3-max,3946
issue_fire_Q3196__bndB,en,deepseek-chat-v3.1,4592
issue_helium_Q560__bndA,en,sarvam-30b,4823
issue_dubai_Q612__reg2,en,gpt-4o,2856
issue_dubai_Q612__reg2,en,gpt-5.1,6182
issue_dubai_Q612__reg2,en,claude-opus-4.5,1568
issue_dubai_Q612__reg2,en,grok-4.3,2312
issue_dubai_Q612__reg2,en,qwen3-max,2409
issue_south_africa_Q258__reg2,en,falcon3-10b,3175
issue_dubai_Q612__reg1,en,mistral-large-2512,10821
issue_fire_Q3196__bndA,en,jais-8b,6743
issue_fire_Q3196__reg2,en,jais-8b,7993
issue_fire_Q3196__bndA,en,deepseek-chat-v3.1,6024
issue_fire_Q3196__reg1,en,jais-8b,9003
issue_south_africa_Q258__reg2,en,allam-7b,14743
issue_dubai_Q612__bndA,en,gpt-4o,3079
issue_helium_Q560__bndB,en,sarvam-30b,5092
issue_fire_Q3196__bndB,en,jais-8b,5322
issue_dubai_Q612__bndA,en,grok-4.3,3626
issue_dubai_Q612__bndA,en,claude-opus-4.5,2416
issue_fire_Q3196__bndB,en,allam-7b,5865
issue_dubai_Q612__reg1,en,allam-7b,4267
issue_dubai_Q612__reg2,en,deepseek-chat-v3.1,5360
issue_south_africa_Q258__bndA,en,falcon3-10b,3540
issue_dubai_Q612__reg2,en,mistral-large-2512,8377
issue_dubai_Q612__bndA,en,qwen3-max,3867
issue_dubai_Q612__reg1,en,deepseek-chat-v3.1,7763
issue_dubai_Q612__bndB,en,gpt-4o,3708
issue_dubai_Q612__reg2,en,allam-7b,2980
issue_dubai_Q612__reg1,en,jais-8b,5162
issue_dubai_Q612__bndB,en,claude-opus-4.5,1772
issue_dubai_Q612__bndB,en,grok-4.3,2909
