path,file_type,tracked_status,size_bytes,scientific_role,created_by,upstream_inputs,downstream_consumers,current_status,canonical_or_supporting,reproducible,contains_unique_evidence,recommended_action,confidence,evidence,new_path,sha256_before,sha256_after
annotations/model_expansion_v3/hunyuan_all_languages_v3_1/stage_04_hunyuan-a13b_all_languages_provider_requests.jsonl,jsonl,ignored,18825651,"historical annotation, validation, or pilot run state",unknown,unknown,none_found_by_direct_path_scan,historical_provenance,false,expensive,true,retain_or_archive,medium,Non-current annotation tree; preserve until run-level provenance is mapped.,,1fbcd681385d89cdb4e9b64cb82f2c069ba73443cb656f91d25acab39aaa6659,1fbcd681385d89cdb4e9b64cb82f2c069ba73443cb656f91d25acab39aaa6659
annotations/model_expansion_v3/luna_v2_4_completed_batch1/.run.lock,file,ignored,0,"historical annotation, validation, or pilot run state",unknown,unknown,none_found_by_direct_path_scan,historical_provenance,false,expensive,true,retain_or_archive,medium,Non-current annotation tree; preserve until run-level provenance is mapped.,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
annotations/model_expansion_v3/luna_v2_4_completed_batch1/attempts.jsonl,jsonl,ignored,87141803,"historical annotation, validation, or pilot run state",unknown,unknown,none_found_by_direct_path_scan,historical_provenance,false,expensive,true,retain_or_archive,medium,Non-current annotation tree; preserve until run-level provenance is mapped.,,387c0f73b3c9e0c11288153ea78f580fad28db1ee82a67cd6dbdd3b703e34e69,387c0f73b3c9e0c11288153ea78f580fad28db1ee82a67cd6dbdd3b703e34e69
annotations/model_expansion_v3/luna_v2_4_completed_batch1/cost_estimate.json,json,ignored,1099,"historical annotation, validation, or pilot run state",unknown,unknown,none_found_by_direct_path_scan,historical_provenance,false,expensive,true,retain_or_archive,medium,Non-current annotation tree; preserve until run-level provenance is mapped.,,ebf9f597eec1e3ea5f16af8f9dc3a7271d57cfa6e6db042e50552dac8d09a267,ebf9f597eec1e3ea5f16af8f9dc3a7271d57cfa6e6db042e50552dac8d09a267
annotations/model_expansion_v3/luna_v2_4_completed_batch1/manifest.json,json,ignored,5046,"historical annotation, validation, or pilot run state",unknown,unknown,pipeline/estimates/canonical/c00_manifest.csv;pipeline/releases/canon_019/estimates/c00_manifest.csv;pipeline/releases/canon_020/estimates/c00_manifest.csv;pipeline/releases/canon_021/estimates/c00_manifest.csv;pipeline/releases/canon_022/estimates/c00_manifest.csv;pipeline/releases/canon_023/estimates/c00_manifest.csv;pipeline/releases/canon_024/estimates/c00_manifest.csv;pipeline/releases/canon_025/estimates/c00_manifest.csv;pipeline/releases/canon_026/estimates/c00_manifest.csv;pipeline/releases/canon_027/estimates/c00_manifest.csv;pipeline/releases/canon_028/estimates/c00_manifest.csv;pipeline/releases/canon_029/estimates/c00_manifest.csv;pipeline/releases/canon_030/estimates/c00_manifest.csv;pipeline/releases/canon_031/estimates/c00_manifest.csv,historical_provenance,false,expensive,true,retain_or_archive,medium,Non-current annotation tree; preserve until run-level provenance is mapped. Direct path references found in 14 file(s).,,1067f06e6bb1933da975ef8907188796a0e319f877d7da9ff17106bf2691008f,1067f06e6bb1933da975ef8907188796a0e319f877d7da9ff17106bf2691008f
annotations/model_expansion_v3/luna_v2_4_completed_batch1/prompt.txt,text,ignored,6505,"historical annotation, validation, or pilot run state",unknown,unknown,pipeline/estimates/canonical/c00_manifest.csv;pipeline/releases/canon_019/estimates/c00_manifest.csv;pipeline/releases/canon_020/estimates/c00_manifest.csv;pipeline/releases/canon_021/estimates/c00_manifest.csv;pipeline/releases/canon_022/estimates/c00_manifest.csv;pipeline/releases/canon_023/estimates/c00_manifest.csv;pipeline/releases/canon_024/estimates/c00_manifest.csv;pipeline/releases/canon_025/estimates/c00_manifest.csv;pipeline/releases/canon_026/estimates/c00_manifest.csv;pipeline/releases/canon_027/estimates/c00_manifest.csv;pipeline/releases/canon_028/estimates/c00_manifest.csv;pipeline/releases/canon_029/estimates/c00_manifest.csv;pipeline/releases/canon_030/estimates/c00_manifest.csv;pipeline/releases/canon_031/estimates/c00_manifest.csv,historical_provenance,false,expensive,true,retain_or_archive,medium,Non-current annotation tree; preserve until run-level provenance is mapped. Direct path references found in 14 file(s).,,d8b64963f77bd796f8bfc7d778ca2437c6fb5c572c9af0f7398955adaf3eb8af,d8b64963f77bd796f8bfc7d778ca2437c6fb5c572c9af0f7398955adaf3eb8af
annotations/model_expansion_v3/luna_v2_4_completed_batch1/provider_requests.jsonl,jsonl,ignored,558706192,"historical annotation, validation, or pilot run state",unknown,unknown,none_found_by_direct_path_scan,historical_provenance,false,expensive,true,retain_or_archive,medium,Non-current annotation tree; preserve until run-level provenance is mapped.,,9dc329e7a84c1848e1f10803d8adfba5d17be052af16f2882a778b2860b6daed,9dc329e7a84c1848e1f10803d8adfba5d17be052af16f2882a778b2860b6daed
annotations/model_expansion_v3/luna_v2_4_completed_batch1/response_index.parquet,parquet,ignored,8120868,"historical annotation, validation, or pilot run state",unknown,unknown,archive/2026-09-04_expanded_analysis_snapshots/pipeline/expanded/01_build_expanded_data.R;pipeline/estimates/canonical/c00_manifest.csv;pipeline/releases/canon_019/estimates/c00_manifest.csv;pipeline/releases/canon_020/estimates/c00_manifest.csv;pipeline/releases/canon_021/estimates/c00_manifest.csv;pipeline/releases/canon_022/estimates/c00_manifest.csv;pipeline/releases/canon_023/estimates/c00_manifest.csv;pipeline/releases/canon_024/estimates/c00_manifest.csv;pipeline/releases/canon_025/estimates/c00_manifest.csv;pipeline/releases/canon_026/estimates/c00_manifest.csv;pipeline/releases/canon_027/estimates/c00_manifest.csv;pipeline/releases/canon_028/estimates/c00_manifest.csv;pipeline/releases/canon_029/estimates/c00_manifest.csv;pipeline/releases/canon_030/estimates/c00_manifest.csv;pipeline/releases/canon_031/estimates/c00_manifest.csv,historical_provenance,false,expensive,true,retain_or_archive,medium,Non-current annotation tree; preserve until run-level provenance is mapped. Direct path references found in 15 file(s).,,e25577f0f8742027a462acc7e5941e6ab9e40d94a05d071e6bee543ffac28cf5,e25577f0f8742027a462acc7e5941e6ab9e40d94a05d071e6bee543ffac28cf5
annotations/model_expansion_v3/luna_v2_4_completed_batch1/response_schema.json,json,ignored,1746,"historical annotation, validation, or pilot run state",unknown,unknown,pipeline/estimates/canonical/c00_manifest.csv;pipeline/releases/canon_019/estimates/c00_manifest.csv;pipeline/releases/canon_020/estimates/c00_manifest.csv;pipeline/releases/canon_021/estimates/c00_manifest.csv;pipeline/releases/canon_022/estimates/c00_manifest.csv;pipeline/releases/canon_023/estimates/c00_manifest.csv;pipeline/releases/canon_024/estimates/c00_manifest.csv;pipeline/releases/canon_025/estimates/c00_manifest.csv;pipeline/releases/canon_026/estimates/c00_manifest.csv;pipeline/releases/canon_027/estimates/c00_manifest.csv;pipeline/releases/canon_028/estimates/c00_manifest.csv;pipeline/releases/canon_029/estimates/c00_manifest.csv;pipeline/releases/canon_030/estimates/c00_manifest.csv;pipeline/releases/canon_031/estimates/c00_manifest.csv,historical_provenance,false,expensive,true,retain_or_archive,medium,Non-current annotation tree; preserve until run-level provenance is mapped. Direct path references found in 14 file(s).,,51ff1ebb6cf77fa05202b7391f0d0e2ba01e0c39caeafc2a10feaeea747d9c16,51ff1ebb6cf77fa05202b7391f0d0e2ba01e0c39caeafc2a10feaeea747d9c16
annotations/model_expansion_v3/luna_v2_4_completed_batch1/results.jsonl,jsonl,ignored,87133170,"historical annotation, validation, or pilot run state",unknown,unknown,archive/2026-09-04_expanded_analysis_snapshots/pipeline/expanded/01_build_expanded_data.R;pipeline/estimates/canonical/c00_manifest.csv;pipeline/releases/canon_019/estimates/c00_manifest.csv;pipeline/releases/canon_020/estimates/c00_manifest.csv;pipeline/releases/canon_021/estimates/c00_manifest.csv;pipeline/releases/canon_022/estimates/c00_manifest.csv;pipeline/releases/canon_023/estimates/c00_manifest.csv;pipeline/releases/canon_024/estimates/c00_manifest.csv;pipeline/releases/canon_025/estimates/c00_manifest.csv;pipeline/releases/canon_026/estimates/c00_manifest.csv;pipeline/releases/canon_027/estimates/c00_manifest.csv;pipeline/releases/canon_028/estimates/c00_manifest.csv;pipeline/releases/canon_029/estimates/c00_manifest.csv;pipeline/releases/canon_030/estimates/c00_manifest.csv;pipeline/releases/canon_031/estimates/c00_manifest.csv,historical_provenance,false,expensive,true,retain_or_archive,medium,Non-current annotation tree; preserve until run-level provenance is mapped. Direct path references found in 15 file(s).,,3f14019c3aa6b5ec0890a69b61591a113b6fef81f750c5a6cc55f5cc04cfb80b,3f14019c3aa6b5ec0890a69b61591a113b6fef81f750c5a6cc55f5cc04cfb80b
annotations/model_expansion_v3/luna_v2_4_completed_batch1/run_summary.json,json,ignored,758,"historical annotation, validation, or pilot run state",unknown,unknown,pipeline/estimates/canonical/c00_manifest.csv;pipeline/releases/canon_019/estimates/c00_manifest.csv;pipeline/releases/canon_020/estimates/c00_manifest.csv;pipeline/releases/canon_021/estimates/c00_manifest.csv;pipeline/releases/canon_022/estimates/c00_manifest.csv;pipeline/releases/canon_023/estimates/c00_manifest.csv;pipeline/releases/canon_024/estimates/c00_manifest.csv;pipeline/releases/canon_025/estimates/c00_manifest.csv;pipeline/releases/canon_026/estimates/c00_manifest.csv;pipeline/releases/canon_027/estimates/c00_manifest.csv;pipeline/releases/canon_028/estimates/c00_manifest.csv;pipeline/releases/canon_029/estimates/c00_manifest.csv;pipeline/releases/canon_030/estimates/c00_manifest.csv;pipeline/releases/canon_031/estimates/c00_manifest.csv,historical_provenance,false,expensive,true,retain_or_archive,medium,Non-current annotation tree; preserve until run-level provenance is mapped. Direct path references found in 14 file(s).,,8aae439dcb3a9e7a9edbdd38d7b3120d6dbfee98c90e734991c89fd960b8fb11,8aae439dcb3a9e7a9edbdd38d7b3120d6dbfee98c90e734991c89fd960b8fb11
annotations/model_expansion_v3/luna_v2_4_completed_batch2/.run.lock,file,ignored,0,"historical annotation, validation, or pilot run state",unknown,unknown,none_found_by_direct_path_scan,historical_provenance,false,expensive,true,retain_or_archive,medium,Non-current annotation tree; preserve until run-level provenance is mapped.,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
annotations/model_expansion_v3/luna_v2_4_completed_batch2/attempts.jsonl,jsonl,ignored,87963297,"historical annotation, validation, or pilot run state",unknown,unknown,none_found_by_direct_path_scan,historical_provenance,false,expensive,true,retain_or_archive,medium,Non-current annotation tree; preserve until run-level provenance is mapped.,,c5e53304f21a77bf9f6b754e044dc8c76b2987cca2594af66e441b2af1736c71,c5e53304f21a77bf9f6b754e044dc8c76b2987cca2594af66e441b2af1736c71
annotations/model_expansion_v3/luna_v2_4_completed_batch2/cost_estimate.json,json,ignored,1081,"historical annotation, validation, or pilot run state",unknown,unknown,none_found_by_direct_path_scan,historical_provenance,false,expensive,true,retain_or_archive,medium,Non-current annotation tree; preserve until run-level provenance is mapped.,,aa002c4cb77328a367dd1c0ff37c73c935d17e8d019e1d79819f8d6a1d4db7c2,aa002c4cb77328a367dd1c0ff37c73c935d17e8d019e1d79819f8d6a1d4db7c2
annotations/model_expansion_v3/luna_v2_4_completed_batch2/manifest.json,json,ignored,5470,"historical annotation, validation, or pilot run state",unknown,unknown,pipeline/estimates/canonical/c00_manifest.csv;pipeline/releases/canon_019/estimates/c00_manifest.csv;pipeline/releases/canon_020/estimates/c00_manifest.csv;pipeline/releases/canon_021/estimates/c00_manifest.csv;pipeline/releases/canon_022/estimates/c00_manifest.csv;pipeline/releases/canon_023/estimates/c00_manifest.csv;pipeline/releases/canon_024/estimates/c00_manifest.csv;pipeline/releases/canon_025/estimates/c00_manifest.csv;pipeline/releases/canon_026/estimates/c00_manifest.csv;pipeline/releases/canon_027/estimates/c00_manifest.csv;pipeline/releases/canon_028/estimates/c00_manifest.csv;pipeline/releases/canon_029/estimates/c00_manifest.csv;pipeline/releases/canon_030/estimates/c00_manifest.csv;pipeline/releases/canon_031/estimates/c00_manifest.csv,historical_provenance,false,expensive,true,retain_or_archive,medium,Non-current annotation tree; preserve until run-level provenance is mapped. Direct path references found in 14 file(s).,,66914ec433e9e1ba3e1ff5aa225011ed6831ef6003b47b64d2a8bbf43ff06436,66914ec433e9e1ba3e1ff5aa225011ed6831ef6003b47b64d2a8bbf43ff06436
annotations/model_expansion_v3/luna_v2_4_completed_batch2/prompt.txt,text,ignored,6505,"historical annotation, validation, or pilot run state",unknown,unknown,pipeline/estimates/canonical/c00_manifest.csv;pipeline/releases/canon_019/estimates/c00_manifest.csv;pipeline/releases/canon_020/estimates/c00_manifest.csv;pipeline/releases/canon_021/estimates/c00_manifest.csv;pipeline/releases/canon_022/estimates/c00_manifest.csv;pipeline/releases/canon_023/estimates/c00_manifest.csv;pipeline/releases/canon_024/estimates/c00_manifest.csv;pipeline/releases/canon_025/estimates/c00_manifest.csv;pipeline/releases/canon_026/estimates/c00_manifest.csv;pipeline/releases/canon_027/estimates/c00_manifest.csv;pipeline/releases/canon_028/estimates/c00_manifest.csv;pipeline/releases/canon_029/estimates/c00_manifest.csv;pipeline/releases/canon_030/estimates/c00_manifest.csv;pipeline/releases/canon_031/estimates/c00_manifest.csv,historical_provenance,false,expensive,true,retain_or_archive,medium,Non-current annotation tree; preserve until run-level provenance is mapped. Direct path references found in 14 file(s).,,d8b64963f77bd796f8bfc7d778ca2437c6fb5c572c9af0f7398955adaf3eb8af,d8b64963f77bd796f8bfc7d778ca2437c6fb5c572c9af0f7398955adaf3eb8af
annotations/model_expansion_v3/luna_v2_4_completed_batch2/provider_requests.jsonl,jsonl,ignored,564953744,"historical annotation, validation, or pilot run state",unknown,unknown,none_found_by_direct_path_scan,historical_provenance,false,expensive,true,retain_or_archive,medium,Non-current annotation tree; preserve until run-level provenance is mapped.,,2a794718d80b41055cd5e151163ce221c8ddc79e2c657e5425fa3c8e954bbef0,2a794718d80b41055cd5e151163ce221c8ddc79e2c657e5425fa3c8e954bbef0
annotations/model_expansion_v3/luna_v2_4_completed_batch2/response_index.parquet,parquet,ignored,8128311,"historical annotation, validation, or pilot run state",unknown,unknown,archive/2026-09-04_expanded_analysis_snapshots/pipeline/expanded/01_build_expanded_data.R;pipeline/estimates/canonical/c00_manifest.csv;pipeline/releases/canon_019/estimates/c00_manifest.csv;pipeline/releases/canon_020/estimates/c00_manifest.csv;pipeline/releases/canon_021/estimates/c00_manifest.csv;pipeline/releases/canon_022/estimates/c00_manifest.csv;pipeline/releases/canon_023/estimates/c00_manifest.csv;pipeline/releases/canon_024/estimates/c00_manifest.csv;pipeline/releases/canon_025/estimates/c00_manifest.csv;pipeline/releases/canon_026/estimates/c00_manifest.csv;pipeline/releases/canon_027/estimates/c00_manifest.csv;pipeline/releases/canon_028/estimates/c00_manifest.csv;pipeline/releases/canon_029/estimates/c00_manifest.csv;pipeline/releases/canon_030/estimates/c00_manifest.csv;pipeline/releases/canon_031/estimates/c00_manifest.csv,historical_provenance,false,expensive,true,retain_or_archive,medium,Non-current annotation tree; preserve until run-level provenance is mapped. Direct path references found in 15 file(s).,,3e58fb75fc6421b2fbe8452d9efeee2d1eb8f8b8cfdbc4c290985aef7d9d7931,3e58fb75fc6421b2fbe8452d9efeee2d1eb8f8b8cfdbc4c290985aef7d9d7931
annotations/model_expansion_v3/luna_v2_4_completed_batch2/response_schema.json,json,ignored,1746,"historical annotation, validation, or pilot run state",unknown,unknown,pipeline/estimates/canonical/c00_manifest.csv;pipeline/releases/canon_019/estimates/c00_manifest.csv;pipeline/releases/canon_020/estimates/c00_manifest.csv;pipeline/releases/canon_021/estimates/c00_manifest.csv;pipeline/releases/canon_022/estimates/c00_manifest.csv;pipeline/releases/canon_023/estimates/c00_manifest.csv;pipeline/releases/canon_024/estimates/c00_manifest.csv;pipeline/releases/canon_025/estimates/c00_manifest.csv;pipeline/releases/canon_026/estimates/c00_manifest.csv;pipeline/releases/canon_027/estimates/c00_manifest.csv;pipeline/releases/canon_028/estimates/c00_manifest.csv;pipeline/releases/canon_029/estimates/c00_manifest.csv;pipeline/releases/canon_030/estimates/c00_manifest.csv;pipeline/releases/canon_031/estimates/c00_manifest.csv,historical_provenance,false,expensive,true,retain_or_archive,medium,Non-current annotation tree; preserve until run-level provenance is mapped. Direct path references found in 14 file(s).,,51ff1ebb6cf77fa05202b7391f0d0e2ba01e0c39caeafc2a10feaeea747d9c16,51ff1ebb6cf77fa05202b7391f0d0e2ba01e0c39caeafc2a10feaeea747d9c16
annotations/model_expansion_v3/luna_v2_4_completed_batch2/results.jsonl,jsonl,ignored,87951886,"historical annotation, validation, or pilot run state",unknown,unknown,archive/2026-09-04_expanded_analysis_snapshots/pipeline/expanded/01_build_expanded_data.R;pipeline/estimates/canonical/c00_manifest.csv;pipeline/releases/canon_019/estimates/c00_manifest.csv;pipeline/releases/canon_020/estimates/c00_manifest.csv;pipeline/releases/canon_021/estimates/c00_manifest.csv;pipeline/releases/canon_022/estimates/c00_manifest.csv;pipeline/releases/canon_023/estimates/c00_manifest.csv;pipeline/releases/canon_024/estimates/c00_manifest.csv;pipeline/releases/canon_025/estimates/c00_manifest.csv;pipeline/releases/canon_026/estimates/c00_manifest.csv;pipeline/releases/canon_027/estimates/c00_manifest.csv;pipeline/releases/canon_028/estimates/c00_manifest.csv;pipeline/releases/canon_029/estimates/c00_manifest.csv;pipeline/releases/canon_030/estimates/c00_manifest.csv;pipeline/releases/canon_031/estimates/c00_manifest.csv,historical_provenance,false,expensive,true,retain_or_archive,medium,Non-current annotation tree; preserve until run-level provenance is mapped. Direct path references found in 15 file(s).,,2837700936afb5ccdae77080c5e43faf6abc60a290d3ed4153825258715e7832,2837700936afb5ccdae77080c5e43faf6abc60a290d3ed4153825258715e7832
annotations/model_expansion_v3/luna_v2_4_completed_batch2/run_summary.json,json,ignored,757,"historical annotation, validation, or pilot run state",unknown,unknown,pipeline/estimates/canonical/c00_manifest.csv;pipeline/releases/canon_019/estimates/c00_manifest.csv;pipeline/releases/canon_020/estimates/c00_manifest.csv;pipeline/releases/canon_021/estimates/c00_manifest.csv;pipeline/releases/canon_022/estimates/c00_manifest.csv;pipeline/releases/canon_023/estimates/c00_manifest.csv;pipeline/releases/canon_024/estimates/c00_manifest.csv;pipeline/releases/canon_025/estimates/c00_manifest.csv;pipeline/releases/canon_026/estimates/c00_manifest.csv;pipeline/releases/canon_027/estimates/c00_manifest.csv;pipeline/releases/canon_028/estimates/c00_manifest.csv;pipeline/releases/canon_029/estimates/c00_manifest.csv;pipeline/releases/canon_030/estimates/c00_manifest.csv;pipeline/releases/canon_031/estimates/c00_manifest.csv,historical_provenance,false,expensive,true,retain_or_archive,medium,Non-current annotation tree; preserve until run-level provenance is mapped. Direct path references found in 14 file(s).,,57b190164986f2876da68c5eced0921b13377e1123235d6283308f7e085883d8,57b190164986f2876da68c5eced0921b13377e1123235d6283308f7e085883d8
annotations/model_expansion_v3/luna_v2_4_kimi_batch3/.run.lock,file,ignored,0,"historical annotation, validation, or pilot run state",unknown,unknown,none_found_by_direct_path_scan,historical_provenance,false,expensive,true,retain_or_archive,medium,Non-current annotation tree; preserve until run-level provenance is mapped.,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
annotations/model_expansion_v3/luna_v2_4_kimi_batch3/attempts.jsonl,jsonl,ignored,29861564,"historical annotation, validation, or pilot run state",unknown,unknown,none_found_by_direct_path_scan,historical_provenance,false,expensive,true,retain_or_archive,medium,Non-current annotation tree; preserve until run-level provenance is mapped.,,615f8862b8094d987f6ac2d323bd9204f0c1f41677ee46e9c76f31309dfe3093,615f8862b8094d987f6ac2d323bd9204f0c1f41677ee46e9c76f31309dfe3093
annotations/model_expansion_v3/luna_v2_4_kimi_batch3/cost_estimate.json,json,ignored,1075,"historical annotation, validation, or pilot run state",unknown,unknown,none_found_by_direct_path_scan,historical_provenance,false,expensive,true,retain_or_archive,medium,Non-current annotation tree; preserve until run-level provenance is mapped.,,6805711b349fbabcdc60aeea05e3308c43b30836cf78569f570daa5a46b69b07,6805711b349fbabcdc60aeea05e3308c43b30836cf78569f570daa5a46b69b07
annotations/model_expansion_v3/luna_v2_4_kimi_batch3/manifest.json,json,ignored,4613,"historical annotation, validation, or pilot run state",unknown,unknown,pipeline/estimates/canonical/c00_manifest.csv;pipeline/releases/canon_019/estimates/c00_manifest.csv;pipeline/releases/canon_020/estimates/c00_manifest.csv;pipeline/releases/canon_021/estimates/c00_manifest.csv;pipeline/releases/canon_022/estimates/c00_manifest.csv;pipeline/releases/canon_023/estimates/c00_manifest.csv;pipeline/releases/canon_024/estimates/c00_manifest.csv;pipeline/releases/canon_025/estimates/c00_manifest.csv;pipeline/releases/canon_026/estimates/c00_manifest.csv;pipeline/releases/canon_027/estimates/c00_manifest.csv;pipeline/releases/canon_028/estimates/c00_manifest.csv;pipeline/releases/canon_029/estimates/c00_manifest.csv;pipeline/releases/canon_030/estimates/c00_manifest.csv;pipeline/releases/canon_031/estimates/c00_manifest.csv,historical_provenance,false,expensive,true,retain_or_archive,medium,Non-current annotation tree; preserve until run-level provenance is mapped. Direct path references found in 14 file(s).,,71130031f2c454c3dc2d7d1d9bfa80e787d47eaf9488ba425a37abadd3ded45b,71130031f2c454c3dc2d7d1d9bfa80e787d47eaf9488ba425a37abadd3ded45b
annotations/model_expansion_v3/luna_v2_4_kimi_batch3/prompt.txt,text,ignored,6505,"historical annotation, validation, or pilot run state",unknown,unknown,pipeline/estimates/canonical/c00_manifest.csv;pipeline/releases/canon_019/estimates/c00_manifest.csv;pipeline/releases/canon_020/estimates/c00_manifest.csv;pipeline/releases/canon_021/estimates/c00_manifest.csv;pipeline/releases/canon_022/estimates/c00_manifest.csv;pipeline/releases/canon_023/estimates/c00_manifest.csv;pipeline/releases/canon_024/estimates/c00_manifest.csv;pipeline/releases/canon_025/estimates/c00_manifest.csv;pipeline/releases/canon_026/estimates/c00_manifest.csv;pipeline/releases/canon_027/estimates/c00_manifest.csv;pipeline/releases/canon_028/estimates/c00_manifest.csv;pipeline/releases/canon_029/estimates/c00_manifest.csv;pipeline/releases/canon_030/estimates/c00_manifest.csv;pipeline/releases/canon_031/estimates/c00_manifest.csv,historical_provenance,false,expensive,true,retain_or_archive,medium,Non-current annotation tree; preserve until run-level provenance is mapped. Direct path references found in 14 file(s).,,d8b64963f77bd796f8bfc7d778ca2437c6fb5c572c9af0f7398955adaf3eb8af,d8b64963f77bd796f8bfc7d778ca2437c6fb5c572c9af0f7398955adaf3eb8af
annotations/model_expansion_v3/luna_v2_4_kimi_batch3/provider_requests.jsonl,jsonl,ignored,160760476,"historical annotation, validation, or pilot run state",unknown,unknown,none_found_by_direct_path_scan,historical_provenance,false,expensive,true,retain_or_archive,medium,Non-current annotation tree; preserve until run-level provenance is mapped.,,113e2a2d269e91814434ec25a2ee7765d8460f319ea81ac96751ee20ce55dfe9,113e2a2d269e91814434ec25a2ee7765d8460f319ea81ac96751ee20ce55dfe9
annotations/model_expansion_v3/luna_v2_4_kimi_batch3/response_index.parquet,parquet,ignored,2764318,"historical annotation, validation, or pilot run state",unknown,unknown,archive/2026-09-04_expanded_analysis_snapshots/pipeline/expanded/01_build_expanded_data.R;pipeline/estimates/canonical/c00_manifest.csv;pipeline/releases/canon_019/estimates/c00_manifest.csv;pipeline/releases/canon_020/estimates/c00_manifest.csv;pipeline/releases/canon_021/estimates/c00_manifest.csv;pipeline/releases/canon_022/estimates/c00_manifest.csv;pipeline/releases/canon_023/estimates/c00_manifest.csv;pipeline/releases/canon_024/estimates/c00_manifest.csv;pipeline/releases/canon_025/estimates/c00_manifest.csv;pipeline/releases/canon_026/estimates/c00_manifest.csv;pipeline/releases/canon_027/estimates/c00_manifest.csv;pipeline/releases/canon_028/estimates/c00_manifest.csv;pipeline/releases/canon_029/estimates/c00_manifest.csv;pipeline/releases/canon_030/estimates/c00_manifest.csv;pipeline/releases/canon_031/estimates/c00_manifest.csv,historical_provenance,false,expensive,true,retain_or_archive,medium,Non-current annotation tree; preserve until run-level provenance is mapped. Direct path references found in 15 file(s).,,f947d075cb5f75d13c9960ed4a7d8da06721d1452f698ac263691dafca81a776,f947d075cb5f75d13c9960ed4a7d8da06721d1452f698ac263691dafca81a776
annotations/model_expansion_v3/luna_v2_4_kimi_batch3/response_schema.json,json,ignored,1746,"historical annotation, validation, or pilot run state",unknown,unknown,pipeline/estimates/canonical/c00_manifest.csv;pipeline/releases/canon_019/estimates/c00_manifest.csv;pipeline/releases/canon_020/estimates/c00_manifest.csv;pipeline/releases/canon_021/estimates/c00_manifest.csv;pipeline/releases/canon_022/estimates/c00_manifest.csv;pipeline/releases/canon_023/estimates/c00_manifest.csv;pipeline/releases/canon_024/estimates/c00_manifest.csv;pipeline/releases/canon_025/estimates/c00_manifest.csv;pipeline/releases/canon_026/estimates/c00_manifest.csv;pipeline/releases/canon_027/estimates/c00_manifest.csv;pipeline/releases/canon_028/estimates/c00_manifest.csv;pipeline/releases/canon_029/estimates/c00_manifest.csv;pipeline/releases/canon_030/estimates/c00_manifest.csv;pipeline/releases/canon_031/estimates/c00_manifest.csv,historical_provenance,false,expensive,true,retain_or_archive,medium,Non-current annotation tree; preserve until run-level provenance is mapped. Direct path references found in 14 file(s).,,51ff1ebb6cf77fa05202b7391f0d0e2ba01e0c39caeafc2a10feaeea747d9c16,51ff1ebb6cf77fa05202b7391f0d0e2ba01e0c39caeafc2a10feaeea747d9c16
annotations/model_expansion_v3/luna_v2_4_kimi_batch3/results.jsonl,jsonl,ignored,29834003,"historical annotation, validation, or pilot run state",unknown,unknown,archive/2026-09-04_expanded_analysis_snapshots/pipeline/expanded/01_build_expanded_data.R;pipeline/estimates/canonical/c00_manifest.csv;pipeline/releases/canon_019/estimates/c00_manifest.csv;pipeline/releases/canon_020/estimates/c00_manifest.csv;pipeline/releases/canon_021/estimates/c00_manifest.csv;pipeline/releases/canon_022/estimates/c00_manifest.csv;pipeline/releases/canon_023/estimates/c00_manifest.csv;pipeline/releases/canon_024/estimates/c00_manifest.csv;pipeline/releases/canon_025/estimates/c00_manifest.csv;pipeline/releases/canon_026/estimates/c00_manifest.csv;pipeline/releases/canon_027/estimates/c00_manifest.csv;pipeline/releases/canon_028/estimates/c00_manifest.csv;pipeline/releases/canon_029/estimates/c00_manifest.csv;pipeline/releases/canon_030/estimates/c00_manifest.csv;pipeline/releases/canon_031/estimates/c00_manifest.csv,historical_provenance,false,expensive,true,retain_or_archive,medium,Non-current annotation tree; preserve until run-level provenance is mapped. Direct path references found in 15 file(s).,,a98cdf1ef6a8b97a911e866595b385862d82b5492b33d40f09cef11a02c0bd91,a98cdf1ef6a8b97a911e866595b385862d82b5492b33d40f09cef11a02c0bd91
