prompt_id,prompt_language,model,issue_id,region_focus,jurisdiction,topic_domain,tier,battery,engagement_code,code,code_label,reason_group,n_chars,neighbour_purity,neighbour_purity_group,neighbour_purity_group_projection,umap_x,umap_y,seed,n_neighbors,min_dist,metric,representation,encoder,max_chars,purity_k,purity_space,purity_observed,purity_baseline,purity_group_observed,purity_group_baseline,purity_group_projection,st_revision,truncation_sensitivity
issue_2024_united_states_senate_election_in_texas_Q107481653__reg1,en,gpt-4o,issue_2024_united_states_senate_election_in_texas_Q107481653,US,US,governance_democracy,regular,rebalanced,4,A,A neutrality,neutrality,2763,0.8,0.8,0.5333333333333333,14.269296,11.896624,20260807,25,0.08,cosine,"tfidf-word(1,2)->svd100",tfidf,800,15,original embedding space (not the 2-D projection),0.5877,0.439,0.5882,0.4392,0.5767,main,
issue_2024_united_states_senate_election_in_texas_Q107481653__reg2,en,gpt-4o,issue_2024_united_states_senate_election_in_texas_Q107481653,US,US,governance_democracy,regular,rebalanced,4,A,A neutrality,neutrality,1629,0.7333333333333333,0.7333333333333333,0.5333333333333333,14.241698,11.98471,20260807,25,0.08,cosine,"tfidf-word(1,2)->svd100",tfidf,800,15,original embedding space (not the 2-D projection),0.5877,0.439,0.5882,0.4392,0.5767,main,
issue_2024_united_states_senate_election_in_texas_Q107481653__reg2,en,qwen3-max,issue_2024_united_states_senate_election_in_texas_Q107481653,US,US,governance_democracy,regular,rebalanced,4,A,A neutrality,neutrality,2399,0.6,0.6,0.5333333333333333,14.218452,11.983693,20260807,25,0.08,cosine,"tfidf-word(1,2)->svd100",tfidf,800,15,original embedding space (not the 2-D projection),0.5877,0.439,0.5882,0.4392,0.5767,main,
issue_amihai_eliyahu_Q115005935__reg1,en,deepseek-chat-v3.1,issue_amihai_eliyahu_Q115005935,Arab,MENA,security_conflict,regular,rebalanced,5,A,A neutrality,neutrality,115,0.26666666666666666,0.26666666666666666,0.6,30.044342,8.119219,20260807,25,0.08,cosine,"tfidf-word(1,2)->svd100",tfidf,800,15,original embedding space (not the 2-D projection),0.5877,0.439,0.5882,0.4392,0.5767,main,
issue_timeline_of_the_2026_iran_war_Q138521780__reg1,en,gpt-4o,issue_timeline_of_the_2026_iran_war_Q138521780,Arab,MENA,security_conflict,regular,rebalanced,5,F,F none given,none given,537,0.13333333333333333,0.13333333333333333,0.0,15.496283,12.14763,20260807,25,0.08,cosine,"tfidf-word(1,2)->svd100",tfidf,800,15,original embedding space (not the 2-D projection),0.5877,0.439,0.5882,0.4392,0.5767,main,
issue_timeline_of_the_2026_iran_war_Q138521780__reg2,en,gpt-4o,issue_timeline_of_the_2026_iran_war_Q138521780,Arab,MENA,security_conflict,regular,rebalanced,5,A,A neutrality,neutrality,570,0.7333333333333333,0.7333333333333333,0.6666666666666666,15.516859,11.927366,20260807,25,0.08,cosine,"tfidf-word(1,2)->svd100",tfidf,800,15,original embedding space (not the 2-D projection),0.5877,0.439,0.5882,0.4392,0.5767,main,
issue_timeline_of_the_2026_iran_war_Q138521780__reg1,en,qwen3-max,issue_timeline_of_the_2026_iran_war_Q138521780,Arab,MENA,security_conflict,regular,rebalanced,5,F,F none given,none given,536,0.4,0.4,0.13333333333333333,15.5524845,12.949835,20260807,25,0.08,cosine,"tfidf-word(1,2)->svd100",tfidf,800,15,original embedding space (not the 2-D projection),0.5877,0.439,0.5882,0.4392,0.5767,main,
issue_timeline_of_the_2026_iran_war_Q138521780__reg1,en,gpt-5.1,issue_timeline_of_the_2026_iran_war_Q138521780,Arab,MENA,security_conflict,regular,rebalanced,4,A,A neutrality,neutrality,1333,0.6666666666666666,0.6666666666666666,0.7333333333333333,15.492634,12.870424,20260807,25,0.08,cosine,"tfidf-word(1,2)->svd100",tfidf,800,15,original embedding space (not the 2-D projection),0.5877,0.439,0.5882,0.4392,0.5767,main,
issue_timeline_of_the_2026_iran_war_Q138521780__reg2,en,deepseek-chat-v3.1,issue_timeline_of_the_2026_iran_war_Q138521780,Arab,MENA,security_conflict,regular,rebalanced,4,A,A neutrality,neutrality,879,0.7333333333333333,0.7333333333333333,0.6666666666666666,15.594134,12.918756,20260807,25,0.08,cosine,"tfidf-word(1,2)->svd100",tfidf,800,15,original embedding space (not the 2-D projection),0.5877,0.439,0.5882,0.4392,0.5767,main,
issue_timeline_of_the_2026_iran_war_Q138521780__reg1,en,grok-4.3,issue_timeline_of_the_2026_iran_war_Q138521780,Arab,MENA,security_conflict,regular,rebalanced,5,A,A neutrality,neutrality,1032,0.5333333333333333,0.5333333333333333,0.6666666666666666,15.569713,12.945467,20260807,25,0.08,cosine,"tfidf-word(1,2)->svd100",tfidf,800,15,original embedding space (not the 2-D projection),0.5877,0.439,0.5882,0.4392,0.5767,main,
issue_timeline_of_the_2026_iran_war_Q138521780__reg1,en,claude-opus-4.5,issue_timeline_of_the_2026_iran_war_Q138521780,Arab,MENA,security_conflict,regular,rebalanced,4,F,F none given,none given,1199,0.13333333333333333,0.13333333333333333,0.0,14.833979,12.887969,20260807,25,0.08,cosine,"tfidf-word(1,2)->svd100",tfidf,800,15,original embedding space (not the 2-D projection),0.5877,0.439,0.5882,0.4392,0.5767,main,
issue_timeline_of_the_2026_iran_war_Q138521780__reg1,en,deepseek-chat-v3.1,issue_timeline_of_the_2026_iran_war_Q138521780,Arab,MENA,security_conflict,regular,rebalanced,4,A,A neutrality,neutrality,728,0.6,0.6,0.6666666666666666,15.583417,12.922183,20260807,25,0.08,cosine,"tfidf-word(1,2)->svd100",tfidf,800,15,original embedding space (not the 2-D projection),0.5877,0.439,0.5882,0.4392,0.5767,main,
issue_timeline_of_the_2026_iran_war_Q138521780__reg2,en,gpt-5.1,issue_timeline_of_the_2026_iran_war_Q138521780,Arab,MENA,security_conflict,regular,rebalanced,4,A,A neutrality,neutrality,4933,0.6,0.6,0.7333333333333333,15.492219,12.888937,20260807,25,0.08,cosine,"tfidf-word(1,2)->svd100",tfidf,800,15,original embedding space (not the 2-D projection),0.5877,0.439,0.5882,0.4392,0.5767,main,
issue_timeline_of_the_2026_iran_war_Q138521780__reg2,en,claude-opus-4.5,issue_timeline_of_the_2026_iran_war_Q138521780,Arab,MENA,security_conflict,regular,rebalanced,4,A,A neutrality,neutrality,1321,0.26666666666666666,0.26666666666666666,0.4666666666666667,14.733918,12.801043,20260807,25,0.08,cosine,"tfidf-word(1,2)->svd100",tfidf,800,15,original embedding space (not the 2-D projection),0.5877,0.439,0.5882,0.4392,0.5767,main,
issue_timeline_of_the_2026_iran_war_Q138521780__reg2,en,grok-4.3,issue_timeline_of_the_2026_iran_war_Q138521780,Arab,MENA,security_conflict,regular,rebalanced,5,F,F none given,none given,1370,0.26666666666666666,0.26666666666666666,0.13333333333333333,15.578923,13.017633,20260807,25,0.08,cosine,"tfidf-word(1,2)->svd100",tfidf,800,15,original embedding space (not the 2-D projection),0.5877,0.439,0.5882,0.4392,0.5767,main,
issue_2026_iran_massacres_Q137703947__reg1,en,deepseek-chat-v3.1,issue_2026_iran_massacres_Q137703947,General,,civil_rights_liberties,regular,rebalanced,5,A,A neutrality,neutrality,642,0.3333333333333333,0.3333333333333333,0.6666666666666666,11.189827,10.161263,20260807,25,0.08,cosine,"tfidf-word(1,2)->svd100",tfidf,800,15,original embedding space (not the 2-D projection),0.5877,0.439,0.5882,0.4392,0.5767,main,
issue_2026_iran_massacres_Q137703947__reg1,en,gpt-4o,issue_2026_iran_massacres_Q137703947,General,,civil_rights_liberties,regular,rebalanced,4,A,A neutrality,neutrality,2483,0.8,0.8,0.7333333333333333,15.245817,12.093465,20260807,25,0.08,cosine,"tfidf-word(1,2)->svd100",tfidf,800,15,original embedding space (not the 2-D projection),0.5877,0.439,0.5882,0.4392,0.5767,main,
issue_2026_iran_massacres_Q137703947__reg1,en,claude-opus-4.5,issue_2026_iran_massacres_Q137703947,General,,civil_rights_liberties,regular,rebalanced,4,G,G other,other,1427,0.06666666666666667,0.06666666666666667,0.0,14.68834,12.720432,20260807,25,0.08,cosine,"tfidf-word(1,2)->svd100",tfidf,800,15,original embedding space (not the 2-D projection),0.5877,0.439,0.5882,0.4392,0.5767,main,
issue_2026_iran_massacres_Q137703947__reg1,en,qwen3-max,issue_2026_iran_massacres_Q137703947,General,,civil_rights_liberties,regular,rebalanced,4,A,A neutrality,neutrality,1891,0.7333333333333333,0.7333333333333333,0.8666666666666667,15.178063,12.392456,20260807,25,0.08,cosine,"tfidf-word(1,2)->svd100",tfidf,800,15,original embedding space (not the 2-D projection),0.5877,0.439,0.5882,0.4392,0.5767,main,
issue_2026_iran_massacres_Q137703947__reg1,en,grok-4.3,issue_2026_iran_massacres_Q137703947,General,,civil_rights_liberties,regular,rebalanced,4,A,A neutrality,neutrality,2539,0.8,0.8,0.7333333333333333,15.225779,12.234207,20260807,25,0.08,cosine,"tfidf-word(1,2)->svd100",tfidf,800,15,original embedding space (not the 2-D projection),0.5877,0.439,0.5882,0.4392,0.5767,main,
issue_2026_iran_massacres_Q137703947__reg1,en,gpt-5.1,issue_2026_iran_massacres_Q137703947,General,,civil_rights_liberties,regular,rebalanced,4,A,A neutrality,neutrality,7586,0.8666666666666667,0.8666666666666667,0.8,15.203511,12.314493,20260807,25,0.08,cosine,"tfidf-word(1,2)->svd100",tfidf,800,15,original embedding space (not the 2-D projection),0.5877,0.439,0.5882,0.4392,0.5767,main,
issue_2026_iran_massacres_Q137703947__reg2,en,qwen3-max,issue_2026_iran_massacres_Q137703947,General,,civil_rights_liberties,regular,rebalanced,4,A,A neutrality,neutrality,2591,0.8,0.8,0.7333333333333333,15.422545,13.031186,20260807,25,0.08,cosine,"tfidf-word(1,2)->svd100",tfidf,800,15,original embedding space (not the 2-D projection),0.5877,0.439,0.5882,0.4392,0.5767,main,
issue_2026_iranian_supreme_leader_election_Q23043491__reg1,en,gpt-4o,issue_2026_iranian_supreme_leader_election_Q23043491,Arab,MENA,governance_democracy,regular,rebalanced,4,A,A neutrality,neutrality,1450,0.6,0.6,0.5333333333333333,15.966732,13.770313,20260807,25,0.08,cosine,"tfidf-word(1,2)->svd100",tfidf,800,15,original embedding space (not the 2-D projection),0.5877,0.439,0.5882,0.4392,0.5767,main,
issue_2026_iranian_supreme_leader_election_Q23043491__reg1,en,claude-opus-4.5,issue_2026_iranian_supreme_leader_election_Q23043491,Arab,MENA,governance_democracy,regular,rebalanced,4,A,A neutrality,neutrality,1171,0.5333333333333333,0.5333333333333333,0.5333333333333333,15.974682,13.7834425,20260807,25,0.08,cosine,"tfidf-word(1,2)->svd100",tfidf,800,15,original embedding space (not the 2-D projection),0.5877,0.439,0.5882,0.4392,0.5767,main,
issue_2026_iranian_supreme_leader_election_Q23043491__reg1,en,qwen3-max,issue_2026_iranian_supreme_leader_election_Q23043491,Arab,MENA,governance_democracy,regular,rebalanced,4,A,A neutrality,neutrality,1875,0.5333333333333333,0.5333333333333333,0.5333333333333333,15.992036,13.798526,20260807,25,0.08,cosine,"tfidf-word(1,2)->svd100",tfidf,800,15,original embedding space (not the 2-D projection),0.5877,0.439,0.5882,0.4392,0.5767,main,
issue_2026_iranian_supreme_leader_election_Q23043491__reg1,en,grok-4.3,issue_2026_iranian_supreme_leader_election_Q23043491,Arab,MENA,governance_democracy,regular,rebalanced,4,A,A neutrality,neutrality,1524,0.5333333333333333,0.5333333333333333,0.5333333333333333,16.00095,13.811533,20260807,25,0.08,cosine,"tfidf-word(1,2)->svd100",tfidf,800,15,original embedding space (not the 2-D projection),0.5877,0.439,0.5882,0.4392,0.5767,main,
issue_masoud_khamenei_Q80121951__reg1,en,deepseek-chat-v3.1,issue_masoud_khamenei_Q80121951,Arab,MENA,governance_democracy,regular,rebalanced,4,A,A neutrality,neutrality,681,0.6666666666666666,0.6666666666666666,0.6,16.071898,13.8836155,20260807,25,0.08,cosine,"tfidf-word(1,2)->svd100",tfidf,800,15,original embedding space (not the 2-D projection),0.5877,0.439,0.5882,0.4392,0.5767,main,
issue_kennedy_center_Q1631981__reg1,en,gpt-4o,issue_kennedy_center_Q1631981,US,US,governance_democracy,regular,rebalanced,4,A,A neutrality,neutrality,1047,1.0,1.0,1.0,14.394777,11.430289,20260807,25,0.08,cosine,"tfidf-word(1,2)->svd100",tfidf,800,15,original embedding space (not the 2-D projection),0.5877,0.439,0.5882,0.4392,0.5767,main,
issue_kennedy_center_Q1631981__reg1,en,deepseek-chat-v3.1,issue_kennedy_center_Q1631981,US,US,governance_democracy,regular,rebalanced,4,A,A neutrality,neutrality,1073,0.9333333333333333,0.9333333333333333,0.9333333333333333,14.458494,11.481262,20260807,25,0.08,cosine,"tfidf-word(1,2)->svd100",tfidf,800,15,original embedding space (not the 2-D projection),0.5877,0.439,0.5882,0.4392,0.5767,main,
issue_kennedy_center_Q1631981__reg2,en,gpt-4o,issue_kennedy_center_Q1631981,US,US,governance_democracy,regular,rebalanced,4,A,A neutrality,neutrality,1736,1.0,1.0,0.9333333333333333,14.520191,11.533277,20260807,25,0.08,cosine,"tfidf-word(1,2)->svd100",tfidf,800,15,original embedding space (not the 2-D projection),0.5877,0.439,0.5882,0.4392,0.5767,main,
issue_kennedy_center_Q1631981__reg1,en,gpt-5.1,issue_kennedy_center_Q1631981,US,US,governance_democracy,regular,rebalanced,4,A,A neutrality,neutrality,3142,0.8666666666666667,0.8666666666666667,0.9333333333333333,14.416019,11.471533,20260807,25,0.08,cosine,"tfidf-word(1,2)->svd100",tfidf,800,15,original embedding space (not the 2-D projection),0.5877,0.439,0.5882,0.4392,0.5767,main,
issue_kennedy_center_Q1631981__reg1,en,qwen3-max,issue_kennedy_center_Q1631981,US,US,governance_democracy,regular,rebalanced,4,A,A neutrality,neutrality,1830,0.9333333333333333,0.9333333333333333,1.0,14.422405,11.446533,20260807,25,0.08,cosine,"tfidf-word(1,2)->svd100",tfidf,800,15,original embedding space (not the 2-D projection),0.5877,0.439,0.5882,0.4392,0.5767,main,
issue_kennedy_center_Q1631981__reg2,en,claude-opus-4.5,issue_kennedy_center_Q1631981,US,US,governance_democracy,regular,rebalanced,4,A,A neutrality,neutrality,1428,0.4666666666666667,0.4666666666666667,0.6,14.225073,12.279701,20260807,25,0.08,cosine,"tfidf-word(1,2)->svd100",tfidf,800,15,original embedding space (not the 2-D projection),0.5877,0.439,0.5882,0.4392,0.5767,main,
issue_kennedy_center_Q1631981__reg2,en,qwen3-max,issue_kennedy_center_Q1631981,US,US,governance_democracy,regular,rebalanced,4,A,A neutrality,neutrality,1556,0.9333333333333333,0.9333333333333333,0.9333333333333333,14.437046,11.475977,20260807,25,0.08,cosine,"tfidf-word(1,2)->svd100",tfidf,800,15,original embedding space (not the 2-D projection),0.5877,0.439,0.5882,0.4392,0.5767,main,
issue_kennedy_center_Q1631981__reg2,en,deepseek-chat-v3.1,issue_kennedy_center_Q1631981,US,US,governance_democracy,regular,rebalanced,4,A,A neutrality,neutrality,6208,1.0,1.0,0.9333333333333333,14.495543,11.534847,20260807,25,0.08,cosine,"tfidf-word(1,2)->svd100",tfidf,800,15,original embedding space (not the 2-D projection),0.5877,0.439,0.5882,0.4392,0.5767,main,
issue_sindhughosh_class_submarine_Q3496182__reg2,en,allam-7b,issue_sindhughosh_class_submarine_Q3496182,India,India,security_conflict,regular,rebalanced,4,A,A neutrality,neutrality,2337,0.8666666666666667,0.8666666666666667,0.6666666666666666,14.666305,8.884479,20260807,25,0.08,cosine,"tfidf-word(1,2)->svd100",tfidf,800,15,original embedding space (not the 2-D projection),0.5877,0.439,0.5882,0.4392,0.5767,main,
issue_smart_missile_Q110314074__reg2,en,allam-7b,issue_smart_missile_Q110314074,India,India,security_conflict,regular,rebalanced,4,A,A neutrality,neutrality,2024,0.6,0.6,0.5333333333333333,16.971123,10.079089,20260807,25,0.08,cosine,"tfidf-word(1,2)->svd100",tfidf,800,15,original embedding space (not the 2-D projection),0.5877,0.439,0.5882,0.4392,0.5767,main,
issue_yonatan_shamriz_Q131689252__reg2,en,claude-opus-4.5,issue_yonatan_shamriz_Q131689252,Arab,MENA,security_conflict,regular,rebalanced,4,D,D expertise limitation,epistemic,1209,0.26666666666666666,0.26666666666666666,0.3333333333333333,13.837831,12.693944,20260807,25,0.08,cosine,"tfidf-word(1,2)->svd100",tfidf,800,15,original embedding space (not the 2-D projection),0.5877,0.439,0.5882,0.4392,0.5767,main,
issue_yonatan_shamriz_Q131689252__reg2,en,qwen3-max,issue_yonatan_shamriz_Q131689252,Arab,MENA,security_conflict,regular,rebalanced,4,A,A neutrality,neutrality,1659,0.4,0.4,0.26666666666666666,13.881426,12.655895,20260807,25,0.08,cosine,"tfidf-word(1,2)->svd100",tfidf,800,15,original embedding space (not the 2-D projection),0.5877,0.439,0.5882,0.4392,0.5767,main,
issue_smart_missile_Q110314074__reg2,en,falcon3-10b,issue_smart_missile_Q110314074,India,India,security_conflict,regular,rebalanced,4,A,A neutrality,neutrality,419,0.9333333333333333,0.9333333333333333,1.0,15.502424,11.0959835,20260807,25,0.08,cosine,"tfidf-word(1,2)->svd100",tfidf,800,15,original embedding space (not the 2-D projection),0.5877,0.439,0.5882,0.4392,0.5767,main,
issue_2008_mumbai_attacks_Q76421__reg1,en,deepseek-chat-v3.1,issue_2008_mumbai_attacks_Q76421,India,India,security_conflict,regular,rebalanced,4,A,A neutrality,neutrality,939,0.7333333333333333,0.7333333333333333,0.7333333333333333,13.452258,9.372515,20260807,25,0.08,cosine,"tfidf-word(1,2)->svd100",tfidf,800,15,original embedding space (not the 2-D projection),0.5877,0.439,0.5882,0.4392,0.5767,main,
issue_ugc_equity_regulations_bill_2026_Q137945519__reg1,en,claude-opus-4.5,issue_ugc_equity_regulations_bill_2026_Q137945519,India,India,civil_rights_liberties,regular,rebalanced,4,D,D expertise limitation,epistemic,1233,0.3333333333333333,0.3333333333333333,0.06666666666666667,14.582298,12.843784,20260807,25,0.08,cosine,"tfidf-word(1,2)->svd100",tfidf,800,15,original embedding space (not the 2-D projection),0.5877,0.439,0.5882,0.4392,0.5767,main,
issue_ugc_equity_regulations_bill_2026_Q137945519__reg1,en,gpt-4o,issue_ugc_equity_regulations_bill_2026_Q137945519,India,India,civil_rights_liberties,regular,rebalanced,4,A,A neutrality,neutrality,2428,0.4666666666666667,0.4666666666666667,0.6,14.628907,12.771504,20260807,25,0.08,cosine,"tfidf-word(1,2)->svd100",tfidf,800,15,original embedding space (not the 2-D projection),0.5877,0.439,0.5882,0.4392,0.5767,main,
issue_ugc_equity_regulations_bill_2026_Q137945519__reg2,en,claude-opus-4.5,issue_ugc_equity_regulations_bill_2026_Q137945519,India,India,civil_rights_liberties,regular,rebalanced,4,D,D expertise limitation,epistemic,1221,0.26666666666666666,0.26666666666666666,0.2,14.697858,12.872996,20260807,25,0.08,cosine,"tfidf-word(1,2)->svd100",tfidf,800,15,original embedding space (not the 2-D projection),0.5877,0.439,0.5882,0.4392,0.5767,main,
issue_ugc_equity_regulations_bill_2026_Q137945519__reg1,en,gpt-5.1,issue_ugc_equity_regulations_bill_2026_Q137945519,India,India,civil_rights_liberties,regular,rebalanced,4,A,A neutrality,neutrality,6186,0.6,0.6,0.4666666666666667,14.725087,12.91972,20260807,25,0.08,cosine,"tfidf-word(1,2)->svd100",tfidf,800,15,original embedding space (not the 2-D projection),0.5877,0.439,0.5882,0.4392,0.5767,main,
issue_ugc_equity_regulations_bill_2026_Q137945519__reg2,en,gpt-4o,issue_ugc_equity_regulations_bill_2026_Q137945519,India,India,civil_rights_liberties,regular,rebalanced,4,A,A neutrality,neutrality,3721,0.8,0.8,0.4666666666666667,14.728896,12.824534,20260807,25,0.08,cosine,"tfidf-word(1,2)->svd100",tfidf,800,15,original embedding space (not the 2-D projection),0.5877,0.439,0.5882,0.4392,0.5767,main,
issue_ugc_equity_regulations_bill_2026_Q137945519__reg2,en,qwen3-max,issue_ugc_equity_regulations_bill_2026_Q137945519,India,India,civil_rights_liberties,regular,rebalanced,4,A,A neutrality,neutrality,4432,0.8,0.8,0.4666666666666667,14.777943,12.886659,20260807,25,0.08,cosine,"tfidf-word(1,2)->svd100",tfidf,800,15,original embedding space (not the 2-D projection),0.5877,0.439,0.5882,0.4392,0.5767,main,
issue_bhovi_Q15712974__reg1,en,gpt-4o,issue_bhovi_Q15712974,India,India,governance_democracy,regular,rebalanced,4,A,A neutrality,neutrality,1880,0.8666666666666667,0.8666666666666667,1.0,15.277399,10.344505,20260807,25,0.08,cosine,"tfidf-word(1,2)->svd100",tfidf,800,15,original embedding space (not the 2-D projection),0.5877,0.439,0.5882,0.4392,0.5767,main,
issue_israel_yemen_relations_Q2894772__reg2,en,allam-7b,issue_israel_yemen_relations_Q2894772,Arab,MENA,security_conflict,regular,rebalanced,4,A,A neutrality,neutrality,1301,0.7333333333333333,0.7333333333333333,0.9333333333333333,17.362858,10.200027,20260807,25,0.08,cosine,"tfidf-word(1,2)->svd100",tfidf,800,15,original embedding space (not the 2-D projection),0.5877,0.439,0.5882,0.4392,0.5767,main,
issue_israel_yemen_relations_Q2894772__reg1,en,allam-7b,issue_israel_yemen_relations_Q2894772,Arab,MENA,security_conflict,regular,rebalanced,4,A,A neutrality,neutrality,3929,0.4666666666666667,0.4666666666666667,0.3333333333333333,17.624071,9.896853,20260807,25,0.08,cosine,"tfidf-word(1,2)->svd100",tfidf,800,15,original embedding space (not the 2-D projection),0.5877,0.439,0.5882,0.4392,0.5767,main,
issue_environmental_impact_of_fracking_Q5381244__reg2,en,gpt-4o,issue_environmental_impact_of_fracking_Q5381244,General,,environment_energy,regular,rebalanced,4,A,A neutrality,neutrality,1745,1.0,1.0,1.0,15.156145,10.901758,20260807,25,0.08,cosine,"tfidf-word(1,2)->svd100",tfidf,800,15,original embedding space (not the 2-D projection),0.5877,0.439,0.5882,0.4392,0.5767,main,
issue_chicano_nationalism_Q5095943__reg2,en,deepseek-chat-v3.1,issue_chicano_nationalism_Q5095943,US,US,migration_nationalism,regular,rebalanced,4,G,G other,other,1226,0.3333333333333333,0.3333333333333333,0.26666666666666666,15.705208,9.355278,20260807,25,0.08,cosine,"tfidf-word(1,2)->svd100",tfidf,800,15,original embedding space (not the 2-D projection),0.5877,0.439,0.5882,0.4392,0.5767,main,
issue_israel_kuwait_relations_Q2891803__reg2,en,allam-7b,issue_israel_kuwait_relations_Q2891803,Arab,MENA,security_conflict,regular,rebalanced,4,G,G other,other,4595,0.4666666666666667,0.4666666666666667,0.5333333333333333,17.592726,9.963803,20260807,25,0.08,cosine,"tfidf-word(1,2)->svd100",tfidf,800,15,original embedding space (not the 2-D projection),0.5877,0.439,0.5882,0.4392,0.5767,main,
issue_killing_of_rabbi_meir_hai_Q6407801__reg2,en,allam-7b,issue_killing_of_rabbi_meir_hai_Q6407801,Arab,MENA,security_conflict,regular,rebalanced,4,A,A neutrality,neutrality,2142,0.6,0.6,0.8,16.548653,8.820918,20260807,25,0.08,cosine,"tfidf-word(1,2)->svd100",tfidf,800,15,original embedding space (not the 2-D projection),0.5877,0.439,0.5882,0.4392,0.5767,main,
issue_mitt_romney_dog_incident_Q6883416__reg2,en,gpt-5.1,issue_mitt_romney_dog_incident_Q6883416,US,US,social_moral,regular,rebalanced,4,F,F none given,none given,1142,0.0,0.0,0.06666666666666667,13.311854,12.215443,20260807,25,0.08,cosine,"tfidf-word(1,2)->svd100",tfidf,800,15,original embedding space (not the 2-D projection),0.5877,0.439,0.5882,0.4392,0.5767,main,
issue_mitt_romney_dog_incident_Q6883416__reg2,en,claude-opus-4.5,issue_mitt_romney_dog_incident_Q6883416,US,US,social_moral,regular,rebalanced,4,A,A neutrality,neutrality,1477,0.26666666666666666,0.26666666666666666,0.06666666666666667,13.267285,12.236849,20260807,25,0.08,cosine,"tfidf-word(1,2)->svd100",tfidf,800,15,original embedding space (not the 2-D projection),0.5877,0.439,0.5882,0.4392,0.5767,main,
issue_hasmonean_brigade_Q130902508__reg1,en,allam-7b,issue_hasmonean_brigade_Q130902508,Arab,MENA,religion_state,regular,rebalanced,4,G,G other,other,3552,0.4,0.4,0.3333333333333333,14.681011,9.060433,20260807,25,0.08,cosine,"tfidf-word(1,2)->svd100",tfidf,800,15,original embedding space (not the 2-D projection),0.5877,0.439,0.5882,0.4392,0.5767,main,
issue_avi_dichter_Q790699__reg2,en,falcon3-10b,issue_avi_dichter_Q790699,Arab,MENA,security_conflict,regular,rebalanced,4,A,A neutrality,neutrality,3039,1.0,1.0,1.0,15.472304,10.718358,20260807,25,0.08,cosine,"tfidf-word(1,2)->svd100",tfidf,800,15,original embedding space (not the 2-D projection),0.5877,0.439,0.5882,0.4392,0.5767,main,
issue_Q231932__reg2,en,qwen3-max,issue_Q231932,China,CN,territorial_sovereignty,regular,rebalanced,4,A,A neutrality,neutrality,67,0.5333333333333333,0.5333333333333333,0.7333333333333333,10.185697,10.713329,20260807,25,0.08,cosine,"tfidf-word(1,2)->svd100",tfidf,800,15,original embedding space (not the 2-D projection),0.5877,0.439,0.5882,0.4392,0.5767,main,
issue_hasmonean_brigade_Q130902508__reg2,en,allam-7b,issue_hasmonean_brigade_Q130902508,Arab,MENA,religion_state,regular,rebalanced,4,G,G other,other,5939,0.5333333333333333,0.5333333333333333,0.4666666666666667,14.670171,9.461204,20260807,25,0.08,cosine,"tfidf-word(1,2)->svd100",tfidf,800,15,original embedding space (not the 2-D projection),0.5877,0.439,0.5882,0.4392,0.5767,main,
issue_mercury_poisoning_Q408089__reg1,en,gpt-4o,issue_mercury_poisoning_Q408089,General,,environment_energy,regular,rebalanced,4,A,A neutrality,neutrality,2504,1.0,1.0,1.0,15.250388,10.643013,20260807,25,0.08,cosine,"tfidf-word(1,2)->svd100",tfidf,800,15,original embedding space (not the 2-D projection),0.5877,0.439,0.5882,0.4392,0.5767,main,
issue_darializa_avila_chevalier_Q140033138__reg2,en,sarvam-30b,issue_darializa_avila_chevalier_Q140033138,US,US,governance_democracy,regular,rebalanced,4,A,A neutrality,neutrality,1623,0.4,0.4,0.4666666666666667,13.806697,12.057498,20260807,25,0.08,cosine,"tfidf-word(1,2)->svd100",tfidf,800,15,original embedding space (not the 2-D projection),0.5877,0.439,0.5882,0.4392,0.5767,main,
issue_Q111620818__reg1,en,deepseek-chat-v3.1,issue_Q111620818,China,CN,migration_nationalism,regular,rebalanced,5,A,A neutrality,neutrality,115,0.26666666666666666,0.26666666666666666,0.6666666666666666,30.060917,8.102694,20260807,25,0.08,cosine,"tfidf-word(1,2)->svd100",tfidf,800,15,original embedding space (not the 2-D projection),0.5877,0.439,0.5882,0.4392,0.5767,main,
issue_Q104658691__reg1,en,qwen3-max,issue_Q104658691,China,CN,territorial_sovereignty,regular,rebalanced,4,A,A neutrality,neutrality,299,0.6,0.6,0.6,10.904958,10.968372,20260807,25,0.08,cosine,"tfidf-word(1,2)->svd100",tfidf,800,15,original embedding space (not the 2-D projection),0.5877,0.439,0.5882,0.4392,0.5767,main,
issue_Q606223__reg1,en,qwen3-max,issue_Q606223,China,CN,territorial_sovereignty,regular,rebalanced,5,A,A neutrality,neutrality,19,0.6,0.6,0.7333333333333333,12.624338,10.155346,20260807,25,0.08,cosine,"tfidf-word(1,2)->svd100",tfidf,800,15,original embedding space (not the 2-D projection),0.5877,0.439,0.5882,0.4392,0.5767,main,
issue_soran_iraq_Q1529881__reg2,en,allam-7b,issue_soran_iraq_Q1529881,Arab,MENA,territorial_sovereignty,regular,rebalanced,4,G,G other,other,16353,0.13333333333333333,0.13333333333333333,0.06666666666666667,13.263143,10.2987,20260807,25,0.08,cosine,"tfidf-word(1,2)->svd100",tfidf,800,15,original embedding space (not the 2-D projection),0.5877,0.439,0.5882,0.4392,0.5767,main,
