prompt_id,model,genuine_refusal,capability_failure,canonical_run_id
issue_said_nursi_Q198770__reg1,falcon3-10b,0,0,canon_019
issue_Q696680__reg1,gpt-5.1,0,0,canon_019
issue_german_expellees_Q13427787__reg2,deepseek-chat-v3.1,0,0,canon_019
issue_german_expellees_Q13427787__reg1,claude-opus-4.5,0,0,canon_019
issue_spanish_inquisition_Q184725__reg2,mistral-large-2512,0,0,canon_019
issue_german_expellees_Q13427787__reg2,claude-opus-4.5,0,0,canon_019
issue_Q696680__reg2,mistral-large-2512,0,0,canon_019
issue_german_expellees_Q13427787__reg1,grok-4.3,0,0,canon_019
issue_makhmur_iraq_Q179843__reg1,allam-7b,0,0,canon_019
issue_german_expellees_Q13427787__reg1,gpt-5.1,0,0,canon_019
issue_Q10891819__reg1,deepseek-chat-v3.1,0,0,canon_019
issue_said_nursi_Q198770__reg2,jais-8b,0,0,canon_019
issue_said_nursi_Q198770__reg2,falcon3-10b,0,0,canon_019
issue_Q10891819__reg1,gpt-4o,0,0,canon_019
issue_german_expellees_Q13427787__reg1,qwen3-max,0,0,canon_019
issue_german_expellees_Q13427787__reg2,qwen3-max,0,0,canon_019
issue_german_expellees_Q13427787__reg1,deepseek-chat-v3.1,0,0,canon_019
issue_Q10891819__reg1,claude-opus-4.5,0,0,canon_019
issue_german_expellees_Q13427787__reg2,grok-4.3,0,0,canon_019
issue_Q10891819__reg1,qwen3-max,0,0,canon_019
issue_Q10891819__reg2,gpt-4o,0,0,canon_019
issue_german_expellees_Q13427787__reg2,gpt-5.1,0,0,canon_019
issue_Q10891819__reg1,grok-4.3,0,0,canon_019
issue_Q10891819__reg2,qwen3-max,0,0,canon_019
issue_Q10891819__reg2,claude-opus-4.5,0,0,canon_019
issue_Q10891819__reg2,gpt-5.1,0,0,canon_019
issue_Q10891819__reg2,grok-4.3,0,0,canon_019
issue_Q10891819__reg1,gpt-5.1,0,0,canon_019
issue_Q10891819__reg2,deepseek-chat-v3.1,0,0,canon_019
issue_Q696680__reg1,mistral-large-2512,0,0,canon_019
issue_6_000_Q7431137__reg1,gpt-4o,0,0,canon_019
issue_german_expellees_Q13427787__reg1,mistral-large-2512,0,0,canon_019
issue_6_000_Q7431137__reg2,gpt-4o,0,0,canon_019
issue_6_000_Q7431137__reg1,claude-opus-4.5,0,0,canon_019
issue_6_000_Q7431137__reg1,qwen3-max,0,0,canon_019
issue_6_000_Q7431137__reg2,claude-opus-4.5,0,0,canon_019
issue_6_000_Q7431137__reg1,grok-4.3,0,0,canon_019
issue_german_expellees_Q13427787__reg2,mistral-large-2512,0,0,canon_019
issue_makhmur_iraq_Q179843__reg2,allam-7b,0,0,canon_019
issue_6_000_Q7431137__reg2,grok-4.3,0,0,canon_019
issue_6_000_Q7431137__reg2,qwen3-max,0,0,canon_019
issue_6_000_Q7431137__reg1,mistral-large-2512,0,0,canon_019
issue_6_000_Q7431137__reg2,gpt-5.1,0,0,canon_019
issue_Q104658691__reg1,qwen3-max,0,1,canon_019
issue_Q10891819__reg1,mistral-large-2512,0,0,canon_019
issue_Q104658691__reg1,deepseek-chat-v3.1,0,0,canon_019
issue_Q104658691__reg1,gpt-4o,0,0,canon_019
issue_Q104658691__reg2,gpt-4o,0,0,canon_019
issue_Q104658691__reg1,claude-opus-4.5,0,0,canon_019
issue_Q10891819__reg2,mistral-large-2512,0,0,canon_019
issue_6_000_Q7431137__reg1,gpt-5.1,0,0,canon_019
issue_Q104658691__reg1,grok-4.3,0,0,canon_019
issue_Q104658691__reg2,claude-opus-4.5,0,0,canon_019
issue_6_000_Q7431137__reg2,deepseek-chat-v3.1,0,0,canon_019
issue_Q104658691__reg2,grok-4.3,0,0,canon_019
issue_Q104658691__reg2,qwen3-max,0,0,canon_019
issue_Q17013694__reg1,gpt-4o,0,0,canon_019
issue_6_000_Q7431137__reg2,mistral-large-2512,0,0,canon_019
issue_6_000_Q7431137__reg1,deepseek-chat-v3.1,0,0,canon_019
issue_Q17013694__reg1,deepseek-chat-v3.1,0,0,canon_019
issue_Q17013694__reg2,claude-opus-4.5,0,0,canon_019
issue_Q17013694__reg2,gpt-4o,0,0,canon_019
issue_Q17013694__reg1,claude-opus-4.5,0,0,canon_019
issue_Q104658691__reg1,gpt-5.1,0,0,canon_019
issue_Q17013694__reg1,grok-4.3,0,0,canon_019
issue_souliotes_Q1679837__reg1,sarvam-30b,0,0,canon_019
issue_Q104658691__reg2,gpt-5.1,0,0,canon_019
issue_Q17013694__reg2,deepseek-chat-v3.1,0,1,canon_019
issue_Q17013694__reg2,grok-4.3,0,0,canon_019
issue_Q17013694__reg1,gpt-5.1,0,0,canon_019
issue_Q67935086__reg1,gpt-4o,0,0,canon_019
issue_Q17013694__reg1,qwen3-max,0,1,canon_019
issue_Q17013694__reg2,gpt-5.1,0,0,canon_019
issue_Q104658691__reg1,mistral-large-2512,0,0,canon_019
issue_Q67935086__reg2,gpt-4o,0,0,canon_019
issue_Q67935086__reg1,qwen3-max,0,1,canon_019
issue_Q67935086__reg1,deepseek-chat-v3.1,0,0,canon_019
issue_Q17013694__reg2,qwen3-max,0,0,canon_019
issue_Q67935086__reg1,claude-opus-4.5,0,0,canon_019
issue_Q67935086__reg2,claude-opus-4.5,0,0,canon_019
issue_Q67935086__reg1,grok-4.3,0,0,canon_019
issue_Q67935086__reg2,grok-4.3,0,0,canon_019
issue_Q67935086__reg2,qwen3-max,0,0,canon_019
issue_Q67935086__reg1,gpt-5.1,0,0,canon_019
issue_prohibition_Q46388__reg1,gpt-4o,0,0,canon_019
issue_makhmur_iraq_Q179843__reg1,jais-8b,0,0,canon_019
issue_Q17013694__reg2,mistral-large-2512,0,0,canon_019
issue_prohibition_Q46388__reg1,claude-opus-4.5,0,0,canon_019
issue_prohibition_Q46388__reg2,gpt-4o,0,0,canon_019
issue_Q104658691__reg2,mistral-large-2512,0,0,canon_019
issue_prohibition_Q46388__reg1,gpt-5.1,0,0,canon_019
issue_prohibition_Q46388__reg1,grok-4.3,0,0,canon_019
issue_prohibition_Q46388__reg1,qwen3-max,0,0,canon_019
issue_prohibition_Q46388__reg2,claude-opus-4.5,0,0,canon_019
issue_Q17013694__reg1,mistral-large-2512,0,0,canon_019
issue_Q67935086__reg2,deepseek-chat-v3.1,0,0,canon_019
issue_Q67935086__reg2,gpt-5.1,0,0,canon_019
issue_poverty_Q10294__reg1,gpt-4o,0,0,canon_019
issue_Q104658691__reg2,deepseek-chat-v3.1,0,0,canon_019
issue_prohibition_Q46388__reg2,grok-4.3,0,0,canon_019
issue_poverty_Q10294__reg1,claude-opus-4.5,0,0,canon_019
issue_prohibition_Q46388__reg2,gpt-5.1,0,0,canon_019
issue_prohibition_Q46388__reg2,qwen3-max,0,0,canon_019
issue_makhmur_iraq_Q179843__reg1,falcon3-10b,0,0,canon_019
issue_prohibition_Q46388__reg1,mistral-large-2512,0,0,canon_019
issue_Q67935086__reg1,mistral-large-2512,0,0,canon_019
issue_poverty_Q10294__reg1,grok-4.3,0,0,canon_019
issue_poverty_Q10294__reg1,qwen3-max,0,0,canon_019
issue_poverty_Q10294__reg2,claude-opus-4.5,0,0,canon_019
issue_poverty_Q10294__reg1,gpt-5.1,0,0,canon_019
issue_poverty_Q10294__reg2,gpt-4o,0,0,canon_019
issue_poverty_Q10294__reg2,grok-4.3,0,0,canon_019
issue_makhmur_iraq_Q179843__reg2,jais-8b,0,0,canon_019
issue_makhmur_iraq_Q179843__reg2,falcon3-10b,0,0,canon_019
issue_poverty_Q10294__reg1,deepseek-chat-v3.1,0,0,canon_019
issue_poverty_Q10294__reg2,gpt-5.1,0,0,canon_019
issue_prohibition_Q46388__reg1,deepseek-chat-v3.1,0,0,canon_019
issue_poverty_Q10294__reg2,qwen3-max,0,0,canon_019
issue_tax_Q8161__reg1,gpt-4o,0,0,canon_019
issue_prohibition_Q46388__reg2,mistral-large-2512,0,0,canon_019
issue_poverty_Q10294__reg2,deepseek-chat-v3.1,0,0,canon_019
issue_tax_Q8161__reg1,claude-opus-4.5,0,0,canon_019
issue_tax_Q8161__reg1,gpt-5.1,0,0,canon_019
issue_tax_Q8161__reg1,grok-4.3,0,0,canon_019
issue_Q67935086__reg2,mistral-large-2512,0,0,canon_019
issue_tax_Q8161__reg2,gpt-4o,0,0,canon_019
issue_tax_Q8161__reg2,claude-opus-4.5,0,0,canon_019
issue_souliotes_Q1679837__reg2,sarvam-30b,0,0,canon_019
issue_tax_Q8161__reg1,qwen3-max,0,0,canon_019
issue_soran_iraq_Q1529881__reg1,allam-7b,0,0,canon_019
issue_prohibition_Q46388__reg2,deepseek-chat-v3.1,0,0,canon_019
issue_tax_Q8161__reg2,qwen3-max,0,0,canon_019
issue_tax_Q8161__reg2,grok-4.3,0,0,canon_019
issue_pegida_Q18609063__reg1,gpt-4o,0,0,canon_019
issue_tax_Q8161__reg2,gpt-5.1,0,0,canon_019
issue_poverty_Q10294__reg1,mistral-large-2512,0,0,canon_019
issue_tax_Q8161__reg2,deepseek-chat-v3.1,0,0,canon_019
issue_pegida_Q18609063__reg2,gpt-4o,0,0,canon_019
issue_tax_Q8161__reg1,mistral-large-2512,0,0,canon_019
issue_pegida_Q18609063__reg1,claude-opus-4.5,0,0,canon_019
issue_pegida_Q18609063__reg2,claude-opus-4.5,0,0,canon_019
issue_pegida_Q18609063__reg1,qwen3-max,0,0,canon_019
issue_pegida_Q18609063__reg2,grok-4.3,0,0,canon_019
issue_pegida_Q18609063__reg1,gpt-5.1,0,0,canon_019
issue_pegida_Q18609063__reg1,grok-4.3,0,0,canon_019
issue_pegida_Q18609063__reg1,deepseek-chat-v3.1,0,0,canon_019
issue_Q606223__reg1,qwen3-max,0,1,canon_019
issue_tax_Q8161__reg1,deepseek-chat-v3.1,0,0,canon_019
issue_tax_Q8161__reg2,mistral-large-2512,0,0,canon_019
issue_spanish_inquisition_Q184725__reg2,deepseek-chat-v3.1,0,0,canon_019
issue_Q606223__reg1,gpt-4o,0,0,canon_019
issue_pegida_Q18609063__reg2,qwen3-max,0,0,canon_019
issue_Q606223__reg1,deepseek-chat-v3.1,0,0,canon_019
issue_Q606223__reg1,claude-opus-4.5,0,0,canon_019
issue_Q606223__reg2,gpt-4o,0,0,canon_019
issue_Q606223__reg2,deepseek-chat-v3.1,0,0,canon_019
issue_Q606223__reg2,qwen3-max,0,0,canon_019
issue_soran_iraq_Q1529881__reg1,jais-8b,0,0,canon_019
issue_poverty_Q10294__reg2,mistral-large-2512,0,0,canon_019
issue_Q606223__reg2,claude-opus-4.5,0,0,canon_019
issue_pegida_Q18609063__reg1,mistral-large-2512,0,0,canon_019
issue_Q606223__reg1,grok-4.3,0,0,canon_019
issue_Q606223__reg2,grok-4.3,0,0,canon_019
issue_pegida_Q18609063__reg2,gpt-5.1,0,0,canon_019
issue_silesia_Q81720__reg1,gpt-4o,0,0,canon_019
issue_pegida_Q18609063__reg2,deepseek-chat-v3.1,0,0,canon_019
issue_pegida_Q18609063__reg2,mistral-large-2512,0,0,canon_019
issue_Q606223__reg2,gpt-5.1,0,0,canon_019
issue_silesia_Q81720__reg1,claude-opus-4.5,0,0,canon_019
issue_silesia_Q81720__reg2,gpt-4o,0,0,canon_019
issue_silesia_Q81720__reg1,grok-4.3,0,0,canon_019
issue_silesia_Q81720__reg2,grok-4.3,0,0,canon_019
issue_Q606223__reg1,gpt-5.1,0,0,canon_019
issue_silesia_Q81720__reg2,claude-opus-4.5,0,0,canon_019
issue_silesia_Q81720__reg1,qwen3-max,0,0,canon_019
issue_valencians_Q1131768__reg1,gpt-4o,0,0,canon_019
issue_silesia_Q81720__reg2,gpt-5.1,0,0,canon_019
issue_silesia_Q81720__reg2,qwen3-max,0,0,canon_019
issue_valencians_Q1131768__reg2,gpt-4o,0,0,canon_019
issue_silesia_Q81720__reg1,gpt-5.1,0,0,canon_019
issue_valencians_Q1131768__reg1,deepseek-chat-v3.1,0,0,canon_019
issue_valencians_Q1131768__reg1,claude-opus-4.5,0,0,canon_019
issue_valencians_Q1131768__reg1,qwen3-max,0,0,canon_019
issue_Q606223__reg2,mistral-large-2512,0,0,canon_019
issue_valencians_Q1131768__reg2,claude-opus-4.5,0,0,canon_019
issue_valencians_Q1131768__reg2,gpt-5.1,0,0,canon_019
issue_valencians_Q1131768__reg1,grok-4.3,0,0,canon_019
issue_valencians_Q1131768__reg1,gpt-5.1,0,0,canon_019
issue_valencians_Q1131768__reg2,qwen3-max,0,0,canon_019
issue_valencians_Q1131768__reg2,grok-4.3,0,0,canon_019
issue_Q606223__reg1,mistral-large-2512,0,0,canon_019
issue_silesia_Q81720__reg2,deepseek-chat-v3.1,0,0,canon_019
issue_ozone_depletion_Q183140__reg1,gpt-4o,0,0,canon_019
issue_silesia_Q81720__reg2,mistral-large-2512,0,0,canon_019
issue_silesia_Q81720__reg1,mistral-large-2512,0,0,canon_019
issue_ozone_depletion_Q183140__reg1,grok-4.3,0,0,canon_019
issue_ozone_depletion_Q183140__reg1,claude-opus-4.5,0,0,canon_019
issue_ozone_depletion_Q183140__reg2,gpt-4o,0,0,canon_019
issue_valencians_Q1131768__reg1,mistral-large-2512,0,0,canon_019
issue_ozone_depletion_Q183140__reg1,qwen3-max,0,0,canon_019
issue_ozone_depletion_Q183140__reg2,claude-opus-4.5,0,0,canon_019
issue_ozone_depletion_Q183140__reg2,grok-4.3,0,0,canon_019
issue_ozone_depletion_Q183140__reg1,deepseek-chat-v3.1,0,0,canon_019
issue_ozone_depletion_Q183140__reg2,qwen3-max,0,0,canon_019
issue_valencians_Q1131768__reg2,deepseek-chat-v3.1,0,0,canon_019
issue_valencians_Q1131768__reg2,mistral-large-2512,0,0,canon_019
issue_ozone_depletion_Q183140__reg1,gpt-5.1,0,0,canon_019
issue_silesia_Q81720__reg1,deepseek-chat-v3.1,0,0,canon_019
issue_ozone_depletion_Q183140__reg2,gpt-5.1,0,0,canon_019
issue_surrogacy_Q334645__reg1,gpt-4o,0,0,canon_019
issue_ozone_depletion_Q183140__reg2,deepseek-chat-v3.1,0,0,canon_019
issue_surrogacy_Q334645__reg1,claude-opus-4.5,0,0,canon_019
issue_surrogacy_Q334645__reg2,gpt-4o,0,0,canon_019
issue_surrogacy_Q334645__reg2,claude-opus-4.5,0,0,canon_019
issue_surrogacy_Q334645__reg1,grok-4.3,0,0,canon_019
issue_surrogacy_Q334645__reg1,qwen3-max,0,0,canon_019
issue_ibrahim_ahmad_Q918764__reg1,allam-7b,0,1,canon_019
issue_surrogacy_Q334645__reg2,qwen3-max,0,0,canon_019
issue_umrao_singh_bhati_Q55979333__reg1,sarvam-30b,0,0,canon_019
issue_surrogacy_Q334645__reg1,gpt-5.1,0,0,canon_019
issue_surrogacy_Q334645__reg2,grok-4.3,0,0,canon_019
issue_Q30944454__reg1,deepseek-chat-v3.1,0,0,canon_019
issue_ozone_depletion_Q183140__reg1,mistral-large-2512,0,0,canon_019
issue_soran_iraq_Q1529881__reg1,falcon3-10b,0,0,canon_019
issue_surrogacy_Q334645__reg2,gpt-5.1,0,0,canon_019
issue_Q30944454__reg1,gpt-4o,0,0,canon_019
issue_Q30944454__reg1,claude-opus-4.5,0,0,canon_019
issue_Q30944454__reg1,qwen3-max,0,1,canon_019
issue_Q30944454__reg1,grok-4.3,0,0,canon_019
issue_Q30944454__reg2,gpt-4o,0,0,canon_019
issue_ozone_depletion_Q183140__reg2,mistral-large-2512,0,0,canon_019
issue_Q30944454__reg1,gpt-5.1,0,0,canon_019
issue_ibrahim_ahmad_Q918764__reg2,allam-7b,0,0,canon_019
issue_Q30944454__reg2,claude-opus-4.5,0,0,canon_019
issue_Q30944454__reg2,qwen3-max,0,0,canon_019
issue_Q30944454__reg2,grok-4.3,0,0,canon_019
issue_surrogacy_Q334645__reg1,mistral-large-2512,0,0,canon_019
issue_Q30944454__reg2,gpt-5.1,0,0,canon_019
issue_Q30944454__reg2,deepseek-chat-v3.1,0,0,canon_019
issue_healthcare_reform_in_the_united_states_Q1156735__reg1,gpt-4o,0,0,canon_019
issue_surrogacy_Q334645__reg2,mistral-large-2512,0,0,canon_019
issue_healthcare_reform_in_the_united_states_Q1156735__reg2,gpt-4o,0,0,canon_019
issue_healthcare_reform_in_the_united_states_Q1156735__reg1,claude-opus-4.5,0,0,canon_019
issue_healthcare_reform_in_the_united_states_Q1156735__reg2,claude-opus-4.5,0,0,canon_019
issue_soran_iraq_Q1529881__reg2,jais-8b,0,0,canon_019
issue_healthcare_reform_in_the_united_states_Q1156735__reg2,gpt-5.1,0,0,canon_019
issue_umrao_singh_bhati_Q55979333__reg2,sarvam-30b,0,0,canon_019
issue_surrogacy_Q334645__reg2,deepseek-chat-v3.1,0,0,canon_019
issue_healthcare_reform_in_the_united_states_Q1156735__reg2,grok-4.3,0,0,canon_019
issue_Q1921434__reg1,deepseek-chat-v3.1,0,0,canon_019
issue_Q30944454__reg1,mistral-large-2512,0,0,canon_019
issue_healthcare_reform_in_the_united_states_Q1156735__reg1,qwen3-max,0,0,canon_019
issue_soran_iraq_Q1529881__reg2,falcon3-10b,0,0,canon_019
issue_healthcare_reform_in_the_united_states_Q1156735__reg1,grok-4.3,0,0,canon_019
issue_Q30944454__reg2,mistral-large-2512,0,0,canon_019
issue_Q1921434__reg1,qwen3-max,0,1,canon_019
issue_healthcare_reform_in_the_united_states_Q1156735__reg2,deepseek-chat-v3.1,0,0,canon_019
issue_healthcare_reform_in_the_united_states_Q1156735__reg1,gpt-5.1,0,0,canon_019
issue_healthcare_reform_in_the_united_states_Q1156735__reg2,qwen3-max,0,0,canon_019
issue_Q1921434__reg2,gpt-4o,0,0,canon_019
issue_Q1921434__reg1,gpt-4o,0,0,canon_019
issue_Q1921434__reg1,grok-4.3,0,0,canon_019
issue_Q1921434__reg2,deepseek-chat-v3.1,0,0,canon_019
issue_Q1921434__reg1,claude-opus-4.5,0,0,canon_019
issue_Q1921434__reg2,qwen3-max,0,0,canon_019
issue_Q1921434__reg2,gpt-5.1,0,0,canon_019
issue_ibrahim_ahmad_Q918764__reg1,jais-8b,0,0,canon_019
issue_Q1921434__reg2,grok-4.3,0,0,canon_019
issue_Q1921434__reg2,claude-opus-4.5,0,0,canon_019
issue_natural_gas_Q40858__reg1,gpt-4o,0,0,canon_019
issue_Q1921434__reg1,gpt-5.1,0,0,canon_019
issue_healthcare_reform_in_the_united_states_Q1156735__reg1,deepseek-chat-v3.1,0,0,canon_019
issue_natural_gas_Q40858__reg1,claude-opus-4.5,0,0,canon_019
issue_natural_gas_Q40858__reg2,gpt-4o,0,0,canon_019
issue_natural_gas_Q40858__reg1,gpt-5.1,0,0,canon_019
issue_natural_gas_Q40858__reg1,grok-4.3,0,0,canon_019
issue_healthcare_reform_in_the_united_states_Q1156735__reg1,mistral-large-2512,0,0,canon_019
issue_natural_gas_Q40858__reg1,qwen3-max,0,0,canon_019
issue_natural_gas_Q40858__reg2,grok-4.3,0,0,canon_019
issue_natural_gas_Q40858__reg2,claude-opus-4.5,0,0,canon_019
issue_natural_gas_Q40858__reg2,qwen3-max,0,0,canon_019
issue_healthcare_reform_in_the_united_states_Q1156735__reg2,mistral-large-2512,0,0,canon_019
issue_soran_iraq_Q1529881__reg2,allam-7b,0,1,canon_019
issue_Q4774151__reg1,deepseek-chat-v3.1,0,0,canon_019
issue_Q4774151__reg1,gpt-4o,0,0,canon_019
issue_natural_gas_Q40858__reg1,deepseek-chat-v3.1,0,0,canon_019
issue_Q4774151__reg1,qwen3-max,1,0,canon_019
issue_natural_gas_Q40858__reg2,gpt-5.1,0,0,canon_019
issue_Q4774151__reg1,claude-opus-4.5,0,0,canon_019
issue_ibrahim_ahmad_Q918764__reg2,jais-8b,0,0,canon_019
issue_Q4774151__reg2,gpt-4o,0,0,canon_019
issue_Q4774151__reg2,qwen3-max,0,1,canon_019
issue_Q4774151__reg1,grok-4.3,0,1,canon_019
issue_Q4774151__reg2,claude-opus-4.5,0,0,canon_019
issue_Q4774151__reg2,grok-4.3,0,0,canon_019
issue_Q4774151__reg2,deepseek-chat-v3.1,1,0,canon_019
issue_Q1921434__reg1,mistral-large-2512,0,0,canon_019
issue_Q1921434__reg2,mistral-large-2512,0,0,canon_019
issue_insurance_Q43183__reg1,gpt-4o,0,0,canon_019
issue_Q4774151__reg1,gpt-5.1,0,0,canon_019
issue_natural_gas_Q40858__reg2,deepseek-chat-v3.1,0,0,canon_019
issue_maldhari_Q2723927__reg1,allam-7b,0,1,canon_019
issue_insurance_Q43183__reg1,grok-4.3,0,0,canon_019
issue_insurance_Q43183__reg1,claude-opus-4.5,0,0,canon_019
issue_insurance_Q43183__reg2,gpt-4o,0,0,canon_019
issue_insurance_Q43183__reg1,gpt-5.1,0,0,canon_019
issue_natural_gas_Q40858__reg2,mistral-large-2512,0,0,canon_019
issue_insurance_Q43183__reg2,claude-opus-4.5,0,0,canon_019
issue_insurance_Q43183__reg1,qwen3-max,0,0,canon_019
issue_natural_gas_Q40858__reg1,mistral-large-2512,0,0,canon_019
issue_insurance_Q43183__reg2,grok-4.3,0,0,canon_019
issue_insurance_Q43183__reg2,qwen3-max,0,0,canon_019
issue_insurance_Q43183__reg2,gpt-5.1,0,0,canon_019
issue_insurance_Q43183__reg2,deepseek-chat-v3.1,0,0,canon_019
issue_laura_schlessinger_Q467378__reg1,gpt-4o,0,0,canon_019
issue_laura_schlessinger_Q467378__reg1,claude-opus-4.5,0,0,canon_019
issue_laura_schlessinger_Q467378__reg1,qwen3-max,0,0,canon_019
issue_Q4774151__reg1,mistral-large-2512,0,0,canon_019
issue_laura_schlessinger_Q467378__reg2,gpt-4o,0,0,canon_019
issue_Q4774151__reg2,gpt-5.1,0,0,canon_019
issue_laura_schlessinger_Q467378__reg1,gpt-5.1,0,0,canon_019
issue_laura_schlessinger_Q467378__reg2,claude-opus-4.5,0,0,canon_019
issue_laura_schlessinger_Q467378__reg1,deepseek-chat-v3.1,0,0,canon_019
issue_laura_schlessinger_Q467378__reg1,grok-4.3,0,0,canon_019
issue_Q4774151__reg2,mistral-large-2512,0,0,canon_019
issue_laura_schlessinger_Q467378__reg2,grok-4.3,0,0,canon_019
issue_ibrahim_ahmad_Q918764__reg1,falcon3-10b,0,0,canon_019
issue_laura_schlessinger_Q467378__reg2,gpt-5.1,0,0,canon_019
issue_insurance_Q43183__reg1,mistral-large-2512,0,0,canon_019
issue_laura_schlessinger_Q467378__reg2,qwen3-max,0,0,canon_019
issue_federal_deposit_insurance_corporation_Q1345065__reg1,gpt-4o,0,0,canon_019
issue_laura_schlessinger_Q467378__reg1,mistral-large-2512,0,0,canon_019
issue_laura_schlessinger_Q467378__reg2,deepseek-chat-v3.1,0,0,canon_019
issue_insurance_Q43183__reg2,mistral-large-2512,0,0,canon_019
issue_federal_deposit_insurance_corporation_Q1345065__reg2,gpt-4o,0,0,canon_019
issue_federal_deposit_insurance_corporation_Q1345065__reg1,claude-opus-4.5,0,0,canon_019
issue_federal_deposit_insurance_corporation_Q1345065__reg1,grok-4.3,0,0,canon_019
issue_federal_deposit_insurance_corporation_Q1345065__reg2,claude-opus-4.5,0,0,canon_019
issue_insurance_Q43183__reg1,deepseek-chat-v3.1,0,0,canon_019
issue_federal_deposit_insurance_corporation_Q1345065__reg2,grok-4.3,0,0,canon_019
issue_laura_schlessinger_Q467378__reg2,mistral-large-2512,0,0,canon_019
issue_Q5367634__reg1,gpt-4o,0,0,canon_019
issue_federal_deposit_insurance_corporation_Q1345065__reg1,qwen3-max,0,0,canon_019
issue_federal_deposit_insurance_corporation_Q1345065__reg1,deepseek-chat-v3.1,0,0,canon_019
issue_federal_deposit_insurance_corporation_Q1345065__reg1,gpt-5.1,0,0,canon_019
issue_Q5367634__reg1,qwen3-max,0,0,canon_019
issue_federal_deposit_insurance_corporation_Q1345065__reg2,qwen3-max,0,0,canon_019
issue_Q5367634__reg2,gpt-4o,0,0,canon_019
issue_ibrahim_ahmad_Q918764__reg2,falcon3-10b,0,0,canon_019
issue_Q5367634__reg1,claude-opus-4.5,1,0,canon_019
issue_maldhari_Q2723927__reg2,allam-7b,0,1,canon_019
issue_federal_deposit_insurance_corporation_Q1345065__reg2,gpt-5.1,0,0,canon_019
issue_Q5367634__reg2,claude-opus-4.5,0,0,canon_019
issue_Q5367634__reg2,deepseek-chat-v3.1,0,1,canon_019
issue_Q5367634__reg2,qwen3-max,0,0,canon_019
issue_Q5367634__reg1,grok-4.3,0,0,canon_019
issue_Q5367634__reg2,grok-4.3,0,0,canon_019
issue_federal_deposit_insurance_corporation_Q1345065__reg2,deepseek-chat-v3.1,0,0,canon_019
issue_Q5367634__reg2,gpt-5.1,0,0,canon_019
issue_Q5367634__reg1,gpt-5.1,0,0,canon_019
issue_federal_deposit_insurance_corporation_Q1345065__reg1,mistral-large-2512,0,0,canon_019
issue_Q5367634__reg1,mistral-large-2512,0,0,canon_019
issue_Q10892605__reg2,gpt-4o,0,0,canon_019
issue_Q10892605__reg1,gpt-4o,0,0,canon_019
issue_Q10892605__reg2,gpt-5.1,0,0,canon_019
issue_federal_deposit_insurance_corporation_Q1345065__reg2,mistral-large-2512,0,0,canon_019
issue_Q10892605__reg1,deepseek-chat-v3.1,0,0,canon_019
issue_Q10892605__reg2,deepseek-chat-v3.1,0,0,canon_019
issue_Q10892605__reg1,claude-opus-4.5,0,0,canon_019
issue_Q10892605__reg1,grok-4.3,0,0,canon_019
issue_Q10892605__reg2,claude-opus-4.5,0,0,canon_019
issue_Q5367634__reg1,deepseek-chat-v3.1,0,0,canon_019
issue_Q10892605__reg2,qwen3-max,0,0,canon_019
issue_Q10892605__reg1,qwen3-max,0,0,canon_019
issue_Q10892605__reg2,grok-4.3,0,0,canon_019
issue_Q10932254__reg1,qwen3-max,0,1,canon_019
issue_Q10932254__reg2,qwen3-max,0,1,canon_019
issue_Q10892605__reg1,gpt-5.1,0,0,canon_019
issue_Q10932254__reg2,deepseek-chat-v3.1,0,0,canon_019
issue_Q10932254__reg1,deepseek-chat-v3.1,0,0,canon_019
issue_Q10932254__reg1,grok-4.3,0,0,canon_019
issue_Q10932254__reg1,gpt-4o,0,0,canon_019
issue_Q10932254__reg1,claude-opus-4.5,0,0,canon_019
issue_Q10932254__reg2,gpt-4o,0,0,canon_019
issue_Q5367634__reg2,mistral-large-2512,0,0,canon_019
issue_Q10932254__reg2,claude-opus-4.5,0,0,canon_019
issue_maldhari_Q2723927__reg1,jais-8b,0,0,canon_019
issue_Q10932254__reg2,grok-4.3,0,0,canon_019
issue_maldhari_Q2723927__reg2,jais-8b,0,0,canon_019
issue_Q24255490__reg1,gpt-4o,0,0,canon_019
issue_Q24255490__reg2,gpt-4o,0,0,canon_019
issue_Q10892605__reg2,mistral-large-2512,0,0,canon_019
issue_Q24255490__reg1,deepseek-chat-v3.1,0,0,canon_019
issue_Q24255490__reg1,claude-opus-4.5,0,0,canon_019
issue_Q10892605__reg1,mistral-large-2512,0,0,canon_019
issue_Q24255490__reg1,qwen3-max,0,0,canon_019
issue_Q24255490__reg1,gpt-5.1,0,0,canon_019
issue_Q24255490__reg2,claude-opus-4.5,0,0,canon_019
issue_Q24255490__reg2,deepseek-chat-v3.1,0,0,canon_019
issue_Q24255490__reg2,qwen3-max,0,0,canon_019
issue_Q24255490__reg2,grok-4.3,0,0,canon_019
issue_Q24255490__reg1,grok-4.3,0,0,canon_019
issue_Q24255490__reg2,gpt-5.1,0,0,canon_019
issue_Q10932254__reg2,gpt-5.1,0,0,canon_019
issue_Q10932254__reg1,gpt-5.1,0,0,canon_019
issue_weather_modification_Q1513578__reg1,gpt-4o,0,0,canon_019
issue_weather_modification_Q1513578__reg1,gpt-5.1,0,0,canon_019
issue_weather_modification_Q1513578__reg1,grok-4.3,0,0,canon_019
