language,outcome,model,jurisdiction,n_blocks,n_issues,estimate,conf_low,conf_high,estimate_pp,conf_low_pp,conf_high_pp,mean_english,mean_target,mean_english_pp,mean_target_pp,interval_reliable,estimand,evidence_status,canonical_run_id
zh,genuine_refusal,allam-7b,MENA,2496,624,-0.06570512820512821,-0.07532051282051282,-0.055288461538461536,-6.570512820512821,-7.532051282051282,-5.528846153846153,0.06891025641025642,0.003205128205128205,6.891025641025641,0.3205128205128205,TRUE,model-specific paired language minus English difference,exploratory heterogeneity; no multiplicity adjustment,canon_019
ru,genuine_refusal,llama-4-scout,US,2496,624,0.013221153846153846,0.005799278846153846,0.02024238782051281,1.3221153846153846,0.5799278846153846,2.024238782051281,0.019230769230769232,0.03245192307692308,1.9230769230769231,3.245192307692308,TRUE,model-specific paired language minus English difference,exploratory heterogeneity; no multiplicity adjustment,canon_019
ru,genuine_refusal,ministral-14b,EU,2496,624,0.00040064102564102563,-8.012820512820513e-4,0.002003205128205128,0.04006410256410256,-0.08012820512820512,0.2003205128205128,0.00040064102564102563,8.012820512820513e-4,0.04006410256410256,0.08012820512820512,TRUE,model-specific paired language minus English difference,exploratory heterogeneity; no multiplicity adjustment,canon_019
ru,genuine_refusal,mistral-large-2512,EU,2496,624,-8.012820512820513e-4,-0.002003205128205128,0,-0.08012820512820512,-0.2003205128205128,0,8.012820512820513e-4,0,0.08012820512820512,0,TRUE,model-specific paired language minus English difference,exploratory heterogeneity; no multiplicity adjustment,canon_019
ru,genuine_refusal,nova-lite,US,2496,624,-0.003205128205128205,-0.007612179487179487,8.012820512820513e-4,-0.3205128205128205,-0.7612179487179487,0.08012820512820512,0.007211538461538462,0.004006410256410256,0.7211538461538461,0.4006410256410256,TRUE,model-specific paired language minus English difference,exploratory heterogeneity; no multiplicity adjustment,canon_019
ru,genuine_refusal,qwen3-max,CN,2496,624,-0.028044871794871796,-0.03485576923076923,-0.020833333333333332,-2.8044871794871797,-3.4855769230769234,-2.083333333333333,0.041666666666666664,0.013621794871794872,4.166666666666666,1.3621794871794872,TRUE,model-specific paired language minus English difference,exploratory heterogeneity; no multiplicity adjustment,canon_019
ru,genuine_refusal,sarvam-30b,India,2471,624,-0.05868069607446378,-0.0693459232724326,-0.048476530194292364,-5.868069607446378,-6.9345923272432595,-4.847653019429236,0.06232294617563739,0.003642250101173614,6.232294617563739,0.36422501011736136,TRUE,model-specific paired language minus English difference,exploratory heterogeneity; no multiplicity adjustment,canon_019
ru,capability_failure,allam-7b,MENA,2496,624,0.5877403846153846,0.5652844551282051,0.6075821314102563,58.77403846153846,56.52844551282051,60.75821314102563,0.4050480769230769,0.9927884615384616,40.50480769230769,99.27884615384616,TRUE,model-specific paired language minus English difference,exploratory heterogeneity; no multiplicity adjustment,canon_019
ru,capability_failure,claude-opus-4.5,US,2496,624,0.002403846153846154,0.00040064102564102563,0.004807692307692308,0.2403846153846154,0.04006410256410256,0.4807692307692308,0.00040064102564102563,0.0028044871794871795,0.04006410256410256,0.28044871794871795,TRUE,model-specific paired language minus English difference,exploratory heterogeneity; no multiplicity adjustment,canon_019
ru,capability_failure,deepseek-chat-v3.1,CN,2496,624,0.002003205128205128,-0.003605769230769231,0.008413461538461538,0.2003205128205128,-0.3605769230769231,0.8413461538461539,0.008413461538461538,0.010416666666666666,0.8413461538461539,1.0416666666666665,TRUE,model-specific paired language minus English difference,exploratory heterogeneity; no multiplicity adjustment,canon_019
ru,capability_failure,falcon3-10b,MENA,2496,624,0.21995192307692307,0.20232371794871795,0.23859174679487183,21.995192307692307,20.232371794871796,23.859174679487182,0.0028044871794871795,0.22275641025641027,0.28044871794871795,22.275641025641026,TRUE,model-specific paired language minus English difference,exploratory heterogeneity; no multiplicity adjustment,canon_019
ru,capability_failure,gemini-2.5-flash-lite,US,2496,624,-0.001201923076923077,-0.003205128205128205,0.00040064102564102563,-0.1201923076923077,-0.3205128205128205,0.04006410256410256,0.0016025641025641025,0.00040064102564102563,0.16025641025641024,0.04006410256410256,TRUE,model-specific paired language minus English difference,exploratory heterogeneity; no multiplicity adjustment,canon_019
ru,capability_failure,glm-4.7-flash,CN,2496,624,0.004006410256410256,0.00040064102564102563,0.008012820512820512,0.4006410256410256,0.04006410256410256,0.8012820512820512,0.0028044871794871795,0.006810897435897436,0.28044871794871795,0.6810897435897436,TRUE,model-specific paired language minus English difference,exploratory heterogeneity; no multiplicity adjustment,canon_019
ru,capability_failure,gpt-4o,US,2495,624,-0.0016032064128256513,-0.003207087792264561,-0.00040064102564102563,-0.16032064128256512,-0.32070877922645613,-0.04006410256410256,0.0016032064128256513,0,0.16032064128256512,0,TRUE,model-specific paired language minus English difference,exploratory heterogeneity; no multiplicity adjustment,canon_019
ru,capability_failure,gpt-5.1,US,2496,624,0.00040064102564102563,-8.012820512820513e-4,0.001812900641025632,0.04006410256410256,-0.08012820512820512,0.1812900641025632,0.00040064102564102563,8.012820512820513e-4,0.04006410256410256,0.08012820512820512,TRUE,model-specific paired language minus English difference,exploratory heterogeneity; no multiplicity adjustment,canon_019
ru,capability_failure,grok-4.3,US,2496,624,0.0797275641025641,0.06829927884615385,0.09294871794871795,7.97275641025641,6.829927884615385,9.294871794871796,0.00040064102564102563,0.08012820512820513,0.04006410256410256,8.012820512820513,TRUE,model-specific paired language minus English difference,exploratory heterogeneity; no multiplicity adjustment,canon_019
ru,capability_failure,hunyuan-a13b,CN,2496,624,-0.06330128205128205,-0.08092948717948718,-0.041856971153846165,-6.330128205128204,-8.092948717948719,-4.185697115384617,0.19310897435897437,0.12980769230769232,19.310897435897438,12.980769230769232,TRUE,model-specific paired language minus English difference,exploratory heterogeneity; no multiplicity adjustment,canon_019
ru,capability_failure,jais-8b,MENA,2496,624,0.9122596153846154,0.9016326121794872,0.9236879006410257,91.22596153846155,90.16326121794872,92.36879006410257,0.02844551282051282,0.9407051282051282,2.844551282051282,94.07051282051282,TRUE,model-specific paired language minus English difference,exploratory heterogeneity; no multiplicity adjustment,canon_019
ru,capability_failure,kimi-k2.5,CN,2496,624,0.02283653846153846,0.014423076923076924,0.030849358974358976,2.283653846153846,1.4423076923076923,3.084935897435898,0.006810897435897436,0.029647435897435896,0.6810897435897436,2.9647435897435894,TRUE,model-specific paired language minus English difference,exploratory heterogeneity; no multiplicity adjustment,canon_019
ru,capability_failure,llama-4-scout,US,2496,624,0.013221153846153846,0.008413461538461538,0.018639823717948707,1.3221153846153846,0.8413461538461539,1.8639823717948707,0.0016025641025641025,0.014823717948717948,0.16025641025641024,1.4823717948717947,TRUE,model-specific paired language minus English difference,exploratory heterogeneity; no multiplicity adjustment,canon_019
ru,capability_failure,ministral-14b,EU,2496,624,-0.00040064102564102563,-0.0016025641025641025,0,-0.04006410256410256,-0.16025641025641024,0,0.00040064102564102563,0,0.04006410256410256,0,TRUE,model-specific paired language minus English difference,exploratory heterogeneity; no multiplicity adjustment,canon_019
ru,capability_failure,mistral-large-2512,EU,2496,624,0,-0.001201923076923077,0.001201923076923077,0,-0.1201923076923077,0.1201923076923077,0.00040064102564102563,0.00040064102564102563,0.04006410256410256,0.04006410256410256,TRUE,model-specific paired language minus English difference,exploratory heterogeneity; no multiplicity adjustment,canon_019
ru,capability_failure,nova-lite,US,2496,624,0.003205128205128205,-0.0026141826923076917,0.008814102564102564,0.3205128205128205,-0.26141826923076916,0.8814102564102564,0.014823717948717948,0.018028846153846152,1.4823717948717947,1.8028846153846152,TRUE,model-specific paired language minus English difference,exploratory heterogeneity; no multiplicity adjustment,canon_019
ru,capability_failure,qwen3-max,CN,2496,624,-0.0733173076923077,-0.09035456730769231,-0.058493589743589744,-7.331730769230769,-9.035456730769232,-5.8493589743589745,0.08133012820512821,0.008012820512820512,8.133012820512821,0.8012820512820512,TRUE,model-specific paired language minus English difference,exploratory heterogeneity; no multiplicity adjustment,canon_019
ru,capability_failure,sarvam-30b,India,2471,624,0.9186564144071226,0.9058698752228164,0.9304368671741761,91.86564144071227,90.58698752228163,93.0436867174176,0.0024281667341157424,0.9210845811412384,0.24281667341157423,92.10845811412383,TRUE,model-specific paired language minus English difference,exploratory heterogeneity; no multiplicity adjustment,canon_019
hi,genuine_refusal,allam-7b,MENA,2495,624,-0.06853707414829659,-0.0795691382765531,-0.05789475184343046,-6.853707414829659,-7.95691382765531,-5.789475184343046,0.06893787575150301,4.008016032064128e-4,6.8937875751503,0.04008016032064128,TRUE,model-specific paired language minus English difference,exploratory heterogeneity; no multiplicity adjustment,canon_019
hi,genuine_refusal,claude-opus-4.5,US,2496,624,0.06129807692307692,0.04946915064102564,0.07432892628205127,6.129807692307692,4.946915064102564,7.432892628205128,0.04246794871794872,0.10376602564102565,4.246794871794872,10.376602564102564,TRUE,model-specific paired language minus English difference,exploratory heterogeneity; no multiplicity adjustment,canon_019
hi,genuine_refusal,deepseek-chat-v3.1,CN,2494,624,0.01603849238171612,0.007005442320085239,0.025260625501202887,1.6038492381716118,0.7005442320085239,2.5260625501202885,0.033279871692060946,0.049318364073777064,3.3279871692060947,4.931836407377706,TRUE,model-specific paired language minus English difference,exploratory heterogeneity; no multiplicity adjustment,canon_019
hi,genuine_refusal,falcon3-10b,MENA,2495,624,-0.02404809619238477,-0.03168333858728693,-0.017241036425036195,-2.404809619238477,-3.168333858728693,-1.7241036425036196,0.026452905811623247,0.002404809619238477,2.6452905811623246,0.24048096192384769,TRUE,model-specific paired language minus English difference,exploratory heterogeneity; no multiplicity adjustment,canon_019
hi,genuine_refusal,gemini-2.5-flash-lite,US,2495,624,-0.0036072144288577155,-0.006416747968891886,-4.0096230954290296e-4,-0.36072144288577157,-0.6416747968891886,-0.040096230954290296,0.007214428857715431,0.0036072144288577155,0.7214428857715431,0.36072144288577157,TRUE,model-specific paired language minus English difference,exploratory heterogeneity; no multiplicity adjustment,canon_019
hi,genuine_refusal,glm-4.7-flash,CN,2496,624,-0.010817307692307692,-0.015625,-0.006810897435897436,-1.0817307692307692,-1.5625,-0.6810897435897436,0.012419871794871794,0.0016025641025641025,1.2419871794871795,0.16025641025641024,TRUE,model-specific paired language minus English difference,exploratory heterogeneity; no multiplicity adjustment,canon_019
hi,genuine_refusal,gpt-4o,US,2495,624,-0.002404809619238477,-0.0048115477145148355,0,-0.24048096192384769,-0.48115477145148355,0,0.0036072144288577155,0.0012024048096192384,0.36072144288577157,0.12024048096192384,TRUE,model-specific paired language minus English difference,exploratory heterogeneity; no multiplicity adjustment,canon_019
hi,genuine_refusal,gpt-5.1,US,2496,624,-0.02564102564102564,-0.03325320512820513,-0.017227564102564104,-2.564102564102564,-3.3253205128205128,-1.7227564102564104,0.04366987179487179,0.018028846153846152,4.366987179487179,1.8028846153846152,TRUE,model-specific paired language minus English difference,exploratory heterogeneity; no multiplicity adjustment,canon_019
hi,genuine_refusal,grok-4.3,US,2496,624,-0.001201923076923077,-0.00641025641025641,0.003605769230769231,-0.1201923076923077,-0.641025641025641,0.3605769230769231,0.014823717948717948,0.013621794871794872,1.4823717948717947,1.3621794871794872,TRUE,model-specific paired language minus English difference,exploratory heterogeneity; no multiplicity adjustment,canon_019
hi,genuine_refusal,hunyuan-a13b,CN,2496,624,-0.05128205128205128,-0.062309695512820513,-0.042868589743589744,-5.128205128205128,-6.230969551282051,-4.2868589743589745,0.05889423076923077,0.007612179487179487,5.889423076923077,0.7612179487179487,TRUE,model-specific paired language minus English difference,exploratory heterogeneity; no multiplicity adjustment,canon_019
hi,genuine_refusal,jais-8b,MENA,2495,624,-0.02004008016032064,-0.027063510116587502,-0.013632447405842572,-2.004008016032064,-2.70635101165875,-1.3632447405842572,0.026452905811623247,0.006412825651302605,2.6452905811623246,0.6412825651302605,TRUE,model-specific paired language minus English difference,exploratory heterogeneity; no multiplicity adjustment,canon_019
hi,genuine_refusal,kimi-k2.5,CN,2496,624,8.012820512820513e-4,-0.014633413461538462,0.017227564102564104,0.08012820512820512,-1.4633413461538463,1.7227564102564104,0.10336538461538461,0.10416666666666667,10.336538461538462,10.416666666666668,TRUE,model-specific paired language minus English difference,exploratory heterogeneity; no multiplicity adjustment,canon_019
hi,genuine_refusal,llama-4-scout,US,2496,624,0.008413461538461538,-2.1033653846153788e-4,0.017037259615384607,0.8413461538461539,-0.02103365384615379,1.7037259615384608,0.019230769230769232,0.027644230769230768,1.9230769230769231,2.7644230769230766,TRUE,model-specific paired language minus English difference,exploratory heterogeneity; no multiplicity adjustment,canon_019
hi,genuine_refusal,ministral-14b,EU,2496,624,0.00040064102564102563,-8.012820512820513e-4,0.002003205128205128,0.04006410256410256,-0.08012820512820512,0.2003205128205128,0.00040064102564102563,8.012820512820513e-4,0.04006410256410256,0.08012820512820512,TRUE,model-specific paired language minus English difference,exploratory heterogeneity; no multiplicity adjustment,canon_019
hi,genuine_refusal,mistral-large-2512,EU,2495,624,-4.008016032064128e-4,-0.0012028869286287089,0,-0.04008016032064128,-0.12028869286287089,0,0.00080160320641282565,4.008016032064128e-4,0.08016032064128256,0.04008016032064128,TRUE,model-specific paired language minus English difference,exploratory heterogeneity; no multiplicity adjustment,canon_019
hi,genuine_refusal,nova-lite,US,2496,624,-0.005208333333333333,-0.00921474358974359,-0.0016025641025641025,-0.5208333333333333,-0.921474358974359,-0.16025641025641024,0.007211538461538462,0.002003205128205128,0.7211538461538461,0.2003205128205128,TRUE,model-specific paired language minus English difference,exploratory heterogeneity; no multiplicity adjustment,canon_019
hi,genuine_refusal,qwen3-max,CN,2495,624,-0.03326653306613227,-0.04008016032064128,-0.026046624498997997,-3.3266533066132267,-4.008016032064128,-2.6046624498997994,0.04168336673346693,0.008416833667334669,4.168336673346693,0.8416833667334669,TRUE,model-specific paired language minus English difference,exploratory heterogeneity; no multiplicity adjustment,canon_019
hi,genuine_refusal,sarvam-30b,India,2450,624,-0.05142857142857143,-0.06195363133816241,-0.04005601166847107,-5.142857142857142,-6.195363133816241,-4.005601166847107,0.06285714285714286,0.011428571428571429,6.2857142857142865,1.1428571428571428,TRUE,model-specific paired language minus English difference,exploratory heterogeneity; no multiplicity adjustment,canon_019
hi,capability_failure,allam-7b,MENA,2495,624,0.5855711422845692,0.5663380551717152,0.6070161898170996,58.55711422845692,56.633805517171524,60.701618981709956,0.40521042084168335,0.9907815631262525,40.521042084168336,99.07815631262525,TRUE,model-specific paired language minus English difference,exploratory heterogeneity; no multiplicity adjustment,canon_019
hi,capability_failure,claude-opus-4.5,US,2496,624,0.6943108974358975,0.6712640224358974,0.7147435897435898,69.43108974358975,67.12640224358975,71.47435897435898,0.00040064102564102563,0.6947115384615384,0.04006410256410256,69.47115384615384,TRUE,model-specific paired language minus English difference,exploratory heterogeneity; no multiplicity adjustment,canon_019
hi,capability_failure,deepseek-chat-v3.1,CN,2494,624,0.7425821972734563,0.7212911399722522,0.7625849776476029,74.25821972734563,72.12911399722522,76.25849776476029,0.008420208500400962,0.7510024057738572,0.8420208500400962,75.10024057738572,TRUE,model-specific paired language minus English difference,exploratory heterogeneity; no multiplicity adjustment,canon_019
hi,capability_failure,falcon3-10b,MENA,2495,624,0.9118236472945892,0.9002193931131494,0.924056662271503,91.18236472945893,90.02193931131494,92.40566622715029,0.0028056112224448897,0.914629258517034,0.280561122244489,91.4629258517034,TRUE,model-specific paired language minus English difference,exploratory heterogeneity; no multiplicity adjustment,canon_019
hi,capability_failure,gemini-2.5-flash-lite,US,2495,624,0.4020040080160321,0.37995991983967936,0.42216565342222906,40.20040080160321,37.99599198396793,42.21656534222291,0.0016032064128256513,0.4036072144288577,0.16032064128256512,40.36072144288577,TRUE,model-specific paired language minus English difference,exploratory heterogeneity; no multiplicity adjustment,canon_019
hi,capability_failure,glm-4.7-flash,CN,2496,624,0.47716346153846156,0.4567107371794872,0.5006109775641026,47.71634615384615,45.671073717948715,50.061097756410255,0.0028044871794871795,0.47996794871794873,0.28044871794871795,47.996794871794876,TRUE,model-specific paired language minus English difference,exploratory heterogeneity; no multiplicity adjustment,canon_019
hi,capability_failure,gpt-4o,US,2495,624,0.78436873747495,0.7620192307692307,0.8060528268074612,78.436873747495,76.20192307692307,80.60528268074611,0.0016032064128256513,0.7859719438877756,0.16032064128256512,78.59719438877755,TRUE,model-specific paired language minus English difference,exploratory heterogeneity; no multiplicity adjustment,canon_019
hi,capability_failure,gpt-5.1,US,2496,624,0.7207532051282052,0.6978966346153845,0.7444310897435897,72.07532051282051,69.78966346153845,74.44310897435898,0.00040064102564102563,0.7211538461538461,0.04006410256410256,72.11538461538461,TRUE,model-specific paired language minus English difference,exploratory heterogeneity; no multiplicity adjustment,canon_019
hi,capability_failure,grok-4.3,US,2496,624,0.7752403846153846,0.7520032051282052,0.7946814903846153,77.52403846153845,75.20032051282051,79.46814903846153,0.00040064102564102563,0.7756410256410257,0.04006410256410256,77.56410256410257,TRUE,model-specific paired language minus English difference,exploratory heterogeneity; no multiplicity adjustment,canon_019
hi,capability_failure,hunyuan-a13b,CN,2496,624,0.30288461538461536,0.2756209935897436,0.32854567307692306,30.288461538461537,27.56209935897436,32.85456730769231,0.19310897435897437,0.49599358974358976,19.310897435897438,49.59935897435898,TRUE,model-specific paired language minus English difference,exploratory heterogeneity; no multiplicity adjustment,canon_019
hi,capability_failure,jais-8b,MENA,2495,624,0.9346693386773547,0.9238782051282052,0.9435096153846154,93.46693386773546,92.38782051282051,94.35096153846155,0.02845691382765531,0.96312625250501,2.845691382765531,96.312625250501,TRUE,model-specific paired language minus English difference,exploratory heterogeneity; no multiplicity adjustment,canon_019
hi,capability_failure,kimi-k2.5,CN,2496,624,0.43189102564102566,0.4122395833333333,0.4495192307692308,43.18910256410257,41.223958333333336,44.95192307692308,0.006810897435897436,0.4387019230769231,0.6810897435897436,43.87019230769231,TRUE,model-specific paired language minus English difference,exploratory heterogeneity; no multiplicity adjustment,canon_019
hi,capability_failure,llama-4-scout,US,2496,624,0.4326923076923077,0.41426282051282054,0.45173277243589743,43.269230769230774,41.42628205128205,45.173277243589745,0.0016025641025641025,0.4342948717948718,0.16025641025641024,43.42948717948718,TRUE,model-specific paired language minus English difference,exploratory heterogeneity; no multiplicity adjustment,canon_019
hi,capability_failure,ministral-14b,EU,2496,624,0.359375,0.3385416666666667,0.3796173878205128,35.9375,33.85416666666667,37.96173878205128,0.00040064102564102563,0.359775641025641,0.04006410256410256,35.9775641025641,TRUE,model-specific paired language minus English difference,exploratory heterogeneity; no multiplicity adjustment,canon_019
hi,capability_failure,mistral-large-2512,EU,2495,624,0.749498997995992,0.7300869647949746,0.7723446893787576,74.9498997995992,73.00869647949746,77.23446893787576,4.008016032064128e-4,0.7498997995991984,0.04008016032064128,74.98997995991984,TRUE,model-specific paired language minus English difference,exploratory heterogeneity; no multiplicity adjustment,canon_019
hi,capability_failure,nova-lite,US,2496,624,0.4387019230769231,0.41746794871794873,0.4599358974358974,43.87019230769231,41.746794871794876,45.993589743589745,0.014823717948717948,0.453525641025641,1.4823717948717947,45.3525641025641,TRUE,model-specific paired language minus English difference,exploratory heterogeneity; no multiplicity adjustment,canon_019
hi,capability_failure,qwen3-max,CN,2495,624,0.6973947895791583,0.6709285458176546,0.7261574171206432,69.73947895791584,67.09285458176547,72.61574171206432,0.0813627254509018,0.7787575150300601,8.13627254509018,77.875751503006,TRUE,model-specific paired language minus English difference,exploratory heterogeneity; no multiplicity adjustment,canon_019
hi,capability_failure,sarvam-30b,India,2450,624,0.7840816326530612,0.7639207482517447,0.8058583807591213,78.40816326530611,76.39207482517448,80.58583807591214,0.0020408163265306124,0.7861224489795918,0.20408163265306123,78.61224489795919,TRUE,model-specific paired language minus English difference,exploratory heterogeneity; no multiplicity adjustment,canon_019
