quantity,level,estimate,judge_model,comparison,n_rows,estimate_pp,is_canonical_judge,n_judges,canonical,envelope_min,envelope_max,envelope_width_pp,point_sign_stable,note,canonical_outcome,majority_vote_used,majority_vote_rationale,common_support,judge_coverage,annotation_error_layer,canonical_run_id,gwet_ac1,raw_agreement,psa_mean,psa_min,psa_max,n_units_complete
descriptive home - away,US,-0.009264379313251251,google/gemma-4-31b-it,all-judge intersection,27429,-0.9264379313251251,FALSE,NA,NA,NA,NA,NA,NA,NA,google/gemini-2.5-flash-lite,FALSE,"no human-validated labels exist, so there is no basis for treating a majority label as ground truth",every comparison uses a sample both/all judges rated; see c17c,English only; no judge-sensitivity estimate exists for the language estimand,DISABLED; draw_latent_labels() refuses to run without validation inputs,canon_009,NA,NA,NA,NA,NA,NA
descriptive home - away,EU,0,google/gemma-4-31b-it,all-judge intersection,27429,0,FALSE,NA,NA,NA,NA,NA,NA,NA,google/gemini-2.5-flash-lite,FALSE,"no human-validated labels exist, so there is no basis for treating a majority label as ground truth",every comparison uses a sample both/all judges rated; see c17c,English only; no judge-sensitivity estimate exists for the language estimand,DISABLED; draw_latent_labels() refuses to run without validation inputs,canon_009,NA,NA,NA,NA,NA,NA
"paired framing (boundary - regular, complete blocks)",NA,0.016853862217631754,google/gemma-4-31b-it,all-judge intersection,27429,1.6853862217631754,FALSE,NA,NA,NA,NA,NA,NA,NA,google/gemini-2.5-flash-lite,FALSE,"no human-validated labels exist, so there is no basis for treating a majority label as ground truth",every comparison uses a sample both/all judges rated; see c17c,English only; no judge-sensitivity estimate exists for the language estimand,DISABLED; draw_latent_labels() refuses to run without validation inputs,canon_009,NA,NA,NA,NA,NA,NA
overall refusal rate (English),NA,0.029676619636151518,nvidia/nemotron-3-nano-30b-a3b,all-judge intersection,27429,2.9676619636151518,FALSE,NA,NA,NA,NA,NA,NA,NA,google/gemini-2.5-flash-lite,FALSE,"no human-validated labels exist, so there is no basis for treating a majority label as ground truth",every comparison uses a sample both/all judges rated; see c17c,English only; no judge-sensitivity estimate exists for the language estimand,DISABLED; draw_latent_labels() refuses to run without validation inputs,canon_009,NA,NA,NA,NA,NA,NA
descriptive home - away,CN,0.09814428151372485,nvidia/nemotron-3-nano-30b-a3b,all-judge intersection,27429,9.814428151372486,FALSE,NA,NA,NA,NA,NA,NA,NA,google/gemini-2.5-flash-lite,FALSE,"no human-validated labels exist, so there is no basis for treating a majority label as ground truth",every comparison uses a sample both/all judges rated; see c17c,English only; no judge-sensitivity estimate exists for the language estimand,DISABLED; draw_latent_labels() refuses to run without validation inputs,canon_009,NA,NA,NA,NA,NA,NA
descriptive home - away,MENA,0.02283621905746574,nvidia/nemotron-3-nano-30b-a3b,all-judge intersection,27429,2.283621905746574,FALSE,NA,NA,NA,NA,NA,NA,NA,google/gemini-2.5-flash-lite,FALSE,"no human-validated labels exist, so there is no basis for treating a majority label as ground truth",every comparison uses a sample both/all judges rated; see c17c,English only; no judge-sensitivity estimate exists for the language estimand,DISABLED; draw_latent_labels() refuses to run without validation inputs,canon_009,NA,NA,NA,NA,NA,NA
descriptive home - away,India,0.011271560717763272,nvidia/nemotron-3-nano-30b-a3b,all-judge intersection,27429,1.1271560717763272,FALSE,NA,NA,NA,NA,NA,NA,NA,google/gemini-2.5-flash-lite,FALSE,"no human-validated labels exist, so there is no basis for treating a majority label as ground truth",every comparison uses a sample both/all judges rated; see c17c,English only; no judge-sensitivity estimate exists for the language estimand,DISABLED; draw_latent_labels() refuses to run without validation inputs,canon_009,NA,NA,NA,NA,NA,NA
descriptive home - away,US,-0.012712583507846716,nvidia/nemotron-3-nano-30b-a3b,all-judge intersection,27429,-1.2712583507846715,FALSE,NA,NA,NA,NA,NA,NA,NA,google/gemini-2.5-flash-lite,FALSE,"no human-validated labels exist, so there is no basis for treating a majority label as ground truth",every comparison uses a sample both/all judges rated; see c17c,English only; no judge-sensitivity estimate exists for the language estimand,DISABLED; draw_latent_labels() refuses to run without validation inputs,canon_009,NA,NA,NA,NA,NA,NA
descriptive home - away,EU,0,nvidia/nemotron-3-nano-30b-a3b,all-judge intersection,27429,0,FALSE,NA,NA,NA,NA,NA,NA,NA,google/gemini-2.5-flash-lite,FALSE,"no human-validated labels exist, so there is no basis for treating a majority label as ground truth",every comparison uses a sample both/all judges rated; see c17c,English only; no judge-sensitivity estimate exists for the language estimand,DISABLED; draw_latent_labels() refuses to run without validation inputs,canon_009,NA,NA,NA,NA,NA,NA
"paired framing (boundary - regular, complete blocks)",NA,0.01838621239557299,nvidia/nemotron-3-nano-30b-a3b,all-judge intersection,27429,1.838621239557299,FALSE,NA,NA,NA,NA,NA,NA,NA,google/gemini-2.5-flash-lite,FALSE,"no human-validated labels exist, so there is no basis for treating a majority label as ground truth",every comparison uses a sample both/all judges rated; see c17c,English only; no judge-sensitivity estimate exists for the language estimand,DISABLED; draw_latent_labels() refuses to run without validation inputs,canon_009,NA,NA,NA,NA,NA,NA
overall refusal rate (English),NA,0.0443326406358234,nvidia/nemotron-3-super-120b-a12b,all-judge intersection,27429,4.43326406358234,FALSE,NA,NA,NA,NA,NA,NA,NA,google/gemini-2.5-flash-lite,FALSE,"no human-validated labels exist, so there is no basis for treating a majority label as ground truth",every comparison uses a sample both/all judges rated; see c17c,English only; no judge-sensitivity estimate exists for the language estimand,DISABLED; draw_latent_labels() refuses to run without validation inputs,canon_009,NA,NA,NA,NA,NA,NA
descriptive home - away,CN,0.1252186927381841,nvidia/nemotron-3-super-120b-a12b,all-judge intersection,27429,12.521869273818409,FALSE,NA,NA,NA,NA,NA,NA,NA,google/gemini-2.5-flash-lite,FALSE,"no human-validated labels exist, so there is no basis for treating a majority label as ground truth",every comparison uses a sample both/all judges rated; see c17c,English only; no judge-sensitivity estimate exists for the language estimand,DISABLED; draw_latent_labels() refuses to run without validation inputs,canon_009,NA,NA,NA,NA,NA,NA
descriptive home - away,MENA,0.043636293427713316,nvidia/nemotron-3-super-120b-a12b,all-judge intersection,27429,4.363629342771332,FALSE,NA,NA,NA,NA,NA,NA,NA,google/gemini-2.5-flash-lite,FALSE,"no human-validated labels exist, so there is no basis for treating a majority label as ground truth",every comparison uses a sample both/all judges rated; see c17c,English only; no judge-sensitivity estimate exists for the language estimand,DISABLED; draw_latent_labels() refuses to run without validation inputs,canon_009,NA,NA,NA,NA,NA,NA
descriptive home - away,India,0.01422746557240237,nvidia/nemotron-3-super-120b-a12b,all-judge intersection,27429,1.4227465572402371,FALSE,NA,NA,NA,NA,NA,NA,NA,google/gemini-2.5-flash-lite,FALSE,"no human-validated labels exist, so there is no basis for treating a majority label as ground truth",every comparison uses a sample both/all judges rated; see c17c,English only; no judge-sensitivity estimate exists for the language estimand,DISABLED; draw_latent_labels() refuses to run without validation inputs,canon_009,NA,NA,NA,NA,NA,NA
descriptive home - away,US,-0.01678637298414498,nvidia/nemotron-3-super-120b-a12b,all-judge intersection,27429,-1.6786372984144982,FALSE,NA,NA,NA,NA,NA,NA,NA,google/gemini-2.5-flash-lite,FALSE,"no human-validated labels exist, so there is no basis for treating a majority label as ground truth",every comparison uses a sample both/all judges rated; see c17c,English only; no judge-sensitivity estimate exists for the language estimand,DISABLED; draw_latent_labels() refuses to run without validation inputs,canon_009,NA,NA,NA,NA,NA,NA
descriptive home - away,EU,0,nvidia/nemotron-3-super-120b-a12b,all-judge intersection,27429,0,FALSE,NA,NA,NA,NA,NA,NA,NA,google/gemini-2.5-flash-lite,FALSE,"no human-validated labels exist, so there is no basis for treating a majority label as ground truth",every comparison uses a sample both/all judges rated; see c17c,English only; no judge-sensitivity estimate exists for the language estimand,DISABLED; draw_latent_labels() refuses to run without validation inputs,canon_009,NA,NA,NA,NA,NA,NA
"paired framing (boundary - regular, complete blocks)",NA,0.018769438119393467,nvidia/nemotron-3-super-120b-a12b,all-judge intersection,27429,1.8769438119393467,FALSE,NA,NA,NA,NA,NA,NA,NA,google/gemini-2.5-flash-lite,FALSE,"no human-validated labels exist, so there is no basis for treating a majority label as ground truth",every comparison uses a sample both/all judges rated; see c17c,English only; no judge-sensitivity estimate exists for the language estimand,DISABLED; draw_latent_labels() refuses to run without validation inputs,canon_009,NA,NA,NA,NA,NA,NA
descriptive home - away,CN,0.16039232342449514,OBSERVED JUDGE POINT ENVELOPE,all-judge intersection,NA,16.039232342449512,NA,4,0.16039232342449514,0.08638171995117366,0.16039232342449514,7.401060347332147,TRUE,range of what four instruments produced on one shared sample; NOT a confidence interval and NOT a statistical bound; never combined with a sampling interval,google/gemini-2.5-flash-lite,FALSE,"no human-validated labels exist, so there is no basis for treating a majority label as ground truth",every comparison uses a sample both/all judges rated; see c17c,English only; no judge-sensitivity estimate exists for the language estimand,DISABLED; draw_latent_labels() refuses to run without validation inputs,canon_009,NA,NA,NA,NA,NA,NA
descriptive home - away,EU,0,OBSERVED JUDGE POINT ENVELOPE,all-judge intersection,NA,0,NA,4,0,0,0,0,FALSE,range of what four instruments produced on one shared sample; NOT a confidence interval and NOT a statistical bound; never combined with a sampling interval,google/gemini-2.5-flash-lite,FALSE,"no human-validated labels exist, so there is no basis for treating a majority label as ground truth",every comparison uses a sample both/all judges rated; see c17c,English only; no judge-sensitivity estimate exists for the language estimand,DISABLED; draw_latent_labels() refuses to run without validation inputs,canon_009,NA,NA,NA,NA,NA,NA
descriptive home - away,India,0.009419773264710052,OBSERVED JUDGE POINT ENVELOPE,all-judge intersection,NA,0.9419773264710052,NA,4,0.009419773264710052,0.009419773264710052,0.01422746557240237,0.48076923076923184,TRUE,range of what four instruments produced on one shared sample; NOT a confidence interval and NOT a statistical bound; never combined with a sampling interval,google/gemini-2.5-flash-lite,FALSE,"no human-validated labels exist, so there is no basis for treating a majority label as ground truth",every comparison uses a sample both/all judges rated; see c17c,English only; no judge-sensitivity estimate exists for the language estimand,DISABLED; draw_latent_labels() refuses to run without validation inputs,canon_009,NA,NA,NA,NA,NA,NA
descriptive home - away,MENA,0.05788585304332551,OBSERVED JUDGE POINT ENVELOPE,all-judge intersection,NA,5.7885853043325515,NA,4,0.05788585304332551,0.02283621905746574,0.05788585304332551,3.504963398585977,TRUE,range of what four instruments produced on one shared sample; NOT a confidence interval and NOT a statistical bound; never combined with a sampling interval,google/gemini-2.5-flash-lite,FALSE,"no human-validated labels exist, so there is no basis for treating a majority label as ground truth",every comparison uses a sample both/all judges rated; see c17c,English only; no judge-sensitivity estimate exists for the language estimand,DISABLED; draw_latent_labels() refuses to run without validation inputs,canon_009,NA,NA,NA,NA,NA,NA
descriptive home - away,US,-0.008791687634068391,OBSERVED JUDGE POINT ENVELOPE,all-judge intersection,NA,-0.8791687634068391,NA,4,-0.008791687634068391,-0.01678637298414498,-0.008791687634068391,0.799468535007659,TRUE,range of what four instruments produced on one shared sample; NOT a confidence interval and NOT a statistical bound; never combined with a sampling interval,google/gemini-2.5-flash-lite,FALSE,"no human-validated labels exist, so there is no basis for treating a majority label as ground truth",every comparison uses a sample both/all judges rated; see c17c,English only; no judge-sensitivity estimate exists for the language estimand,DISABLED; draw_latent_labels() refuses to run without validation inputs,canon_009,NA,NA,NA,NA,NA,NA
overall refusal rate (English),NA,0.05140544678989391,OBSERVED JUDGE POINT ENVELOPE,all-judge intersection,NA,5.140544678989391,NA,4,0.05140544678989391,0.029676619636151518,0.05140544678989391,2.172882715374239,TRUE,range of what four instruments produced on one shared sample; NOT a confidence interval and NOT a statistical bound; never combined with a sampling interval,google/gemini-2.5-flash-lite,FALSE,"no human-validated labels exist, so there is no basis for treating a majority label as ground truth",every comparison uses a sample both/all judges rated; see c17c,English only; no judge-sensitivity estimate exists for the language estimand,DISABLED; draw_latent_labels() refuses to run without validation inputs,canon_009,NA,NA,NA,NA,NA,NA
"paired framing (boundary - regular, complete blocks)",NA,8.560052507046268e-4,OBSERVED JUDGE POINT ENVELOPE,all-judge intersection,NA,0.08560052507046269,NA,4,8.560052507046268e-4,8.560052507046268e-4,0.018769438119393467,1.7913432868688839,TRUE,range of what four instruments produced on one shared sample; NOT a confidence interval and NOT a statistical bound; never combined with a sampling interval,google/gemini-2.5-flash-lite,FALSE,"no human-validated labels exist, so there is no basis for treating a majority label as ground truth",every comparison uses a sample both/all judges rated; see c17c,English only; no judge-sensitivity estimate exists for the language estimand,DISABLED; draw_latent_labels() refuses to run without validation inputs,canon_009,NA,NA,NA,NA,NA,NA
reliability,engagement code (1-5),0.5114493914788789,PANEL (all judges),panel reliability,27449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,canon_009,0.97183,0.7735436627928157,NA,NA,NA,27429
reliability,refused (>=4),0.7280199180383196,PANEL (all judges),panel reliability,27449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,canon_009,0.97747,0.9618565339356624,0.7365028754647998,0.6549865229110512,0.7966488956587966,27429
reliability,economic_left_right,0.3920152713005979,PANEL (all judges),panel reliability,6654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,canon_009,0.97799,0.7703636910129246,NA,NA,NA,6468
reliability,social_left_right,0.12639934349056436,PANEL (all judges),panel reliability,6654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,canon_009,0.80137,0.20664262097986175,NA,NA,NA,6468
reliability,authoritarian_libertarian,0.23168589500266268,PANEL (all judges),panel reliability,6654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,canon_009,0.89799,0.45551547941088066,NA,NA,NA,6468
reliability,populist_elitist,0.01698937924483912,PANEL (all judges),panel reliability,6654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,canon_009,0.77177,0.14036669672377516,NA,NA,NA,6468
reliability,care_harm,0.6998624136626279,PANEL (all judges),panel reliability,6654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,canon_009,0.69855,0.7272317403065826,0.8504094558657181,0.8216263480034975,0.8773727026212714,6468
reliability,fairness_cheating,0.5633901190833475,PANEL (all judges),panel reliability,6654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,canon_009,0.65738,0.6508866847009318,0.8604891196687801,0.8106977767994717,0.9022067363530778,6468
reliability,liberty_oppression,0.5234112231954676,PANEL (all judges),panel reliability,6654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,canon_009,0.52341,0.5650736399158401,0.7591901867242288,0.6862252902416065,0.8521225314881045,6468
reliability,authority_subversion,0.3876693792185577,PANEL (all judges),panel reliability,6654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,canon_009,0.71573,0.6471295461376616,0.5123414948386027,0.44486512068149553,0.605294825511432,6468
reliability,loyalty_betrayal,0.4888683486677768,PANEL (all judges),panel reliability,6654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,canon_009,0.82286,0.7611962729185452,0.5581479323236274,0.4592391304347826,0.7129666800481734,6468
reliability,sanctity_degradation,0.4429348482035883,PANEL (all judges),panel reliability,6654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,canon_009,0.96538,0.9400360685302074,0.46545817920548865,0.38288288288288286,0.5129151291512916,6468
